"materials_version","person","verb1_image1","verb1_image2","verb1_image3","verb1_image","verb2_image1","verb2_image2","verb2_image3","verb2_image","noun_image","upper_image1","lower_image1","upper_image2","lower_image2","sentence1","sentence2"
"1.2.1","Anne","remembered_1.png","remembered_2.png","remembered_3.png","remembered.png","forgot_1.png","forgot_2.png","forgot_3.png","forgot.png","roof.png","NA.png","NA.png","NA.png","NA.png","Anne husket fi takze.","Anne glemte fi takze."
"1.2.1","Jan","remembered_1.png","remembered_2.png","remembered_3.png","remembered.png","forgot_1.png","forgot_2.png","forgot_3.png","forgot.png","pool.png","NA.png","NA.png","NA.png","NA.png","Jan husket fi bassengze.","Jan glemte fi bassengze."
"1.2.1","Per","cleaned_1.png","cleaned_2.png","cleaned_3.png","cleaned.png","dirtied_1.png","dirtied_2.png","dirtied_3.png","dirtied.png","street.png","NA.png","NA.png","NA.png","NA.png","Per ryddet fi gateje.","Per tilgriste fi gateje."
"1.2.1","Kjell","cleaned_1.png","cleaned_2.png","cleaned_3.png","cleaned.png","dirtied_1.png","dirtied_2.png","dirtied_3.png","dirtied.png","key.png","NA.png","NA.png","NA.png","NA.png","Kjell ryddet fi noekkelje.","Kjell tilgriste fi noekkelje."
"1.2.1","Ole","cleaned_1.png","cleaned_2.png","cleaned_3.png","cleaned.png","dirtied_1.png","dirtied_2.png","dirtied_3.png","dirtied.png","wall.png","NA.png","NA.png","NA.png","NA.png","Ole ryddet fi veggje.","Ole tilgriste fi veggje."
"1.2.1","Jan","cleaned_1.png","cleaned_2.png","cleaned_3.png","cleaned.png","dirtied_1.png","dirtied_2.png","dirtied_3.png","dirtied.png","backpack.png","NA.png","NA.png","NA.png","NA.png","Jan ryddet fi ryggsekkje.","Jan tilgriste fi ryggsekkje."
"1.2.1","Kari","cleaned_1.png","cleaned_2.png","cleaned_3.png","cleaned.png","dirtied_1.png","dirtied_2.png","dirtied_3.png","dirtied.png","truck.png","NA.png","NA.png","NA.png","NA.png","Kari ryddet fi lastebilje.","Kari tilgriste fi lastebilje."
"1.2.1","Ingrid","cleaned_1.png","cleaned_2.png","cleaned_3.png","cleaned.png","dirtied_1.png","dirtied_2.png","dirtied_3.png","dirtied.png","pencil.png","NA.png","NA.png","NA.png","NA.png","Ingrid ryddet fi blyantje.","Ingrid tilgriste fi blyantje."
"1.2.1","Marit","cleaned_1.png","cleaned_2.png","cleaned_3.png","cleaned.png","dirtied_1.png","dirtied_2.png","dirtied_3.png","dirtied.png","letter.png","NA.png","NA.png","NA.png","NA.png","Marit ryddet fi brevze.","Marit tilgriste fi brevze."
"1.2.1","Liv","cleaned_1.png","cleaned_2.png","cleaned_3.png","cleaned.png","dirtied_1.png","dirtied_2.png","dirtied_3.png","dirtied.png","mug.png","NA.png","NA.png","NA.png","NA.png","Liv ryddet fi krusze.","Liv tilgriste fi krusze."
"1.2.1","Bjoern","cleaned_1.png","cleaned_2.png","cleaned_3.png","cleaned.png","dirtied_1.png","dirtied_2.png","dirtied_3.png","dirtied.png","table.png","NA.png","NA.png","NA.png","NA.png","Bjoern ryddet fi bordze.","Bjoern tilgriste fi bordze."
"1.2.1","Inger","cleaned_1.png","cleaned_2.png","cleaned_3.png","cleaned.png","dirtied_1.png","dirtied_2.png","dirtied_3.png","dirtied.png","closet.png","NA.png","NA.png","NA.png","NA.png","Inger ryddet fi skapze.","Inger tilgriste fi skapze."
"1.2.1","Anne","cleaned_1.png","cleaned_2.png","cleaned_3.png","cleaned.png","dirtied_1.png","dirtied_2.png","dirtied_3.png","dirtied.png","roof.png","NA.png","NA.png","NA.png","NA.png","Anne ryddet fi takze.","Anne tilgriste fi takze."
"1.2.1","Lars","cleaned_1.png","cleaned_2.png","cleaned_3.png","cleaned.png","dirtied_1.png","dirtied_2.png","dirtied_3.png","dirtied.png","pool.png","NA.png","NA.png","NA.png","NA.png","Lars ryddet fi bassengze.","Lars tilgriste fi bassengze."
"1.2.1","Per","provided_1.png","provided_2.png","provided_3.png","provided.png","ordered_1.png","ordered_2.png","ordered_3.png","ordered.png","street.png","NA.png","NA.png","NA.png","NA.png","Per rakte fi gateje.","Per bestilte fi gateje."
"1.2.1","Kari","provided_1.png","provided_2.png","provided_3.png","provided.png","ordered_1.png","ordered_2.png","ordered_3.png","ordered.png","key.png","NA.png","NA.png","NA.png","NA.png","Kari rakte fi noekkelje.","Kari bestilte fi noekkelje."
"1.2.1","Ingrid","provided_1.png","provided_2.png","provided_3.png","provided.png","ordered_1.png","ordered_2.png","ordered_3.png","ordered.png","wall.png","NA.png","NA.png","NA.png","NA.png","Ingrid rakte fi veggje.","Ingrid bestilte fi veggje."
"1.2.1","Anne","provided_1.png","provided_2.png","provided_3.png","provided.png","ordered_1.png","ordered_2.png","ordered_3.png","ordered.png","backpack.png","NA.png","NA.png","NA.png","NA.png","Anne rakte fi ryggsekkje.","Anne bestilte fi ryggsekkje."
"1.2.1","Lars","provided_1.png","provided_2.png","provided_3.png","provided.png","ordered_1.png","ordered_2.png","ordered_3.png","ordered.png","truck.png","NA.png","NA.png","NA.png","NA.png","Lars rakte fi lastebilje.","Lars bestilte fi lastebilje."
"1.2.1","Jan","provided_1.png","provided_2.png","provided_3.png","provided.png","ordered_1.png","ordered_2.png","ordered_3.png","ordered.png","pencil.png","NA.png","NA.png","NA.png","NA.png","Jan rakte fi blyantje.","Jan bestilte fi blyantje."
"1.2.1","Marit","provided_1.png","provided_2.png","provided_3.png","provided.png","ordered_1.png","ordered_2.png","ordered_3.png","ordered.png","letter.png","NA.png","NA.png","NA.png","NA.png","Marit rakte fi brevze.","Marit bestilte fi brevze."
"1.2.1","Ole","provided_1.png","provided_2.png","provided_3.png","provided.png","ordered_1.png","ordered_2.png","ordered_3.png","ordered.png","mug.png","NA.png","NA.png","NA.png","NA.png","Ole rakte fi krusze.","Ole bestilte fi krusze."
"1.2.1","Bjoern","provided_1.png","provided_2.png","provided_3.png","provided.png","ordered_1.png","ordered_2.png","ordered_3.png","ordered.png","table.png","NA.png","NA.png","NA.png","NA.png","Bjoern rakte fi bordze.","Bjoern bestilte fi bordze."
"1.2.1","Inger","provided_1.png","provided_2.png","provided_3.png","provided.png","ordered_1.png","ordered_2.png","ordered_3.png","ordered.png","closet.png","NA.png","NA.png","NA.png","NA.png","Inger rakte fi skapze.","Inger bestilte fi skapze."
"1.2.1","Kjell","provided_1.png","provided_2.png","provided_3.png","provided.png","ordered_1.png","ordered_2.png","ordered_3.png","ordered.png","roof.png","NA.png","NA.png","NA.png","NA.png","Kjell rakte fi takze.","Kjell bestilte fi takze."
"1.2.1","Liv","provided_1.png","provided_2.png","provided_3.png","provided.png","ordered_1.png","ordered_2.png","ordered_3.png","ordered.png","pool.png","NA.png","NA.png","NA.png","NA.png","Liv rakte fi bassengze.","Liv bestilte fi bassengze."
"1.2.1","Kjell","chose_1.png","chose_2.png","chose_3.png","chose.png","refused_1.png","refused_2.png","refused_3.png","refused.png","street.png","NA.png","NA.png","NA.png","NA.png","Kjell valgte fi gateje.","Kjell nektet fi gateje."
"1.2.1","Ingrid","chose_1.png","chose_2.png","chose_3.png","chose.png","refused_1.png","refused_2.png","refused_3.png","refused.png","key.png","NA.png","NA.png","NA.png","NA.png","Ingrid valgte fi noekkelje.","Ingrid nektet fi noekkelje."
"1.2.1","Liv","chose_1.png","chose_2.png","chose_3.png","chose.png","refused_1.png","refused_2.png","refused_3.png","refused.png","wall.png","NA.png","NA.png","NA.png","NA.png","Liv valgte fi veggje.","Liv nektet fi veggje."
"1.2.1","Bjoern","chose_1.png","chose_2.png","chose_3.png","chose.png","refused_1.png","refused_2.png","refused_3.png","refused.png","backpack.png","NA.png","NA.png","NA.png","NA.png","Bjoern valgte fi ryggsekkje.","Bjoern nektet fi ryggsekkje."
"1.2.1","Ole","chose_1.png","chose_2.png","chose_3.png","chose.png","refused_1.png","refused_2.png","refused_3.png","refused.png","truck.png","NA.png","NA.png","NA.png","NA.png","Ole valgte fi lastebilje.","Ole nektet fi lastebilje."
"1.2.1","Per","chose_1.png","chose_2.png","chose_3.png","chose.png","refused_1.png","refused_2.png","refused_3.png","refused.png","pencil.png","NA.png","NA.png","NA.png","NA.png","Per valgte fi blyantje.","Per nektet fi blyantje."
"1.2.1","Anne","chose_1.png","chose_2.png","chose_3.png","chose.png","refused_1.png","refused_2.png","refused_3.png","refused.png","letter.png","NA.png","NA.png","NA.png","NA.png","Anne valgte fi brevze.","Anne nektet fi brevze."
"1.2.1","Inger","chose_1.png","chose_2.png","chose_3.png","chose.png","refused_1.png","refused_2.png","refused_3.png","refused.png","mug.png","NA.png","NA.png","NA.png","NA.png","Inger valgte fi krusze.","Inger nektet fi krusze."
"1.2.1","Jan","chose_1.png","chose_2.png","chose_3.png","chose.png","refused_1.png","refused_2.png","refused_3.png","refused.png","table.png","NA.png","NA.png","NA.png","NA.png","Jan valgte fi bordze.","Jan nektet fi bordze."
"1.2.1","Marit","chose_1.png","chose_2.png","chose_3.png","chose.png","refused_1.png","refused_2.png","refused_3.png","refused.png","closet.png","NA.png","NA.png","NA.png","NA.png","Marit valgte fi skapze.","Marit nektet fi skapze."
"1.2.1","Kari","chose_1.png","chose_2.png","chose_3.png","chose.png","refused_1.png","refused_2.png","refused_3.png","refused.png","roof.png","NA.png","NA.png","NA.png","NA.png","Kari valgte fi takze.","Kari nektet fi takze."
"1.2.1","Lars","chose_1.png","chose_2.png","chose_3.png","chose.png","refused_1.png","refused_2.png","refused_3.png","refused.png","pool.png","NA.png","NA.png","NA.png","NA.png","Lars valgte fi bassengze.","Lars nektet fi bassengze."
"1.2.1","Marit","dried_1.png","dried_2.png","dried_3.png","dried.png","wetted_1.png","wetted_2.png","wetted_3.png","wetted.png","street.png","NA.png","NA.png","NA.png","NA.png","Marit toerket fi gateje.","Marit fuktet fi gateje."
"1.2.1","Bjoern","dried_1.png","dried_2.png","dried_3.png","dried.png","wetted_1.png","wetted_2.png","wetted_3.png","wetted.png","key.png","NA.png","NA.png","NA.png","NA.png","Bjoern toerket fi noekkelje.","Bjoern fuktet fi noekkelje."
"1.2.1","Inger","dried_1.png","dried_2.png","dried_3.png","dried.png","wetted_1.png","wetted_2.png","wetted_3.png","wetted.png","wall.png","NA.png","NA.png","NA.png","NA.png","Inger toerket fi veggje.","Inger fuktet fi veggje."
"1.2.1","Anne","dried_1.png","dried_2.png","dried_3.png","dried.png","wetted_1.png","wetted_2.png","wetted_3.png","wetted.png","backpack.png","NA.png","NA.png","NA.png","NA.png","Anne toerket fi ryggsekkje.","Anne fuktet fi ryggsekkje."
"1.2.1","Per","dried_1.png","dried_2.png","dried_3.png","dried.png","wetted_1.png","wetted_2.png","wetted_3.png","wetted.png","truck.png","NA.png","NA.png","NA.png","NA.png","Per toerket fi lastebilje.","Per fuktet fi lastebilje."
"1.2.1","Kari","dried_1.png","dried_2.png","dried_3.png","dried.png","wetted_1.png","wetted_2.png","wetted_3.png","wetted.png","pencil.png","NA.png","NA.png","NA.png","NA.png","Kari toerket fi blyantje.","Kari fuktet fi blyantje."
"1.2.1","Lars","dried_1.png","dried_2.png","dried_3.png","dried.png","wetted_1.png","wetted_2.png","wetted_3.png","wetted.png","letter.png","NA.png","NA.png","NA.png","NA.png","Lars toerket fi brevze.","Lars fuktet fi brevze."
"1.2.1","Kjell","dried_1.png","dried_2.png","dried_3.png","dried.png","wetted_1.png","wetted_2.png","wetted_3.png","wetted.png","mug.png","NA.png","NA.png","NA.png","NA.png","Kjell toerket fi krusze.","Kjell fuktet fi krusze."
"1.2.1","Jan","dried_1.png","dried_2.png","dried_3.png","dried.png","wetted_1.png","wetted_2.png","wetted_3.png","wetted.png","table.png","NA.png","NA.png","NA.png","NA.png","Jan toerket fi bordze.","Jan fuktet fi bordze."
"1.2.1","Liv","dried_1.png","dried_2.png","dried_3.png","dried.png","wetted_1.png","wetted_2.png","wetted_3.png","wetted.png","closet.png","NA.png","NA.png","NA.png","NA.png","Liv toerket fi skapze.","Liv fuktet fi skapze."
"1.2.1","Ingrid","dried_1.png","dried_2.png","dried_3.png","dried.png","wetted_1.png","wetted_2.png","wetted_3.png","wetted.png","roof.png","NA.png","NA.png","NA.png","NA.png","Ingrid toerket fi takze.","Ingrid fuktet fi takze."
"1.2.1","Ole","dried_1.png","dried_2.png","dried_3.png","dried.png","wetted_1.png","wetted_2.png","wetted_3.png","wetted.png","pool.png","NA.png","NA.png","NA.png","NA.png","Ole toerket fi bassengze.","Ole fuktet fi bassengze."
"1.2.1","Lars","fixed_1.png","fixed_2.png","fixed_3.png","fixed.png","spoiled_1.png","spoiled_2.png","spoiled_3.png","spoiled.png","street.png","NA.png","NA.png","NA.png","NA.png","Lars ordnet fi gateje.","Lars oedela fi gateje."
"1.2.1","Marit","fixed_1.png","fixed_2.png","fixed_3.png","fixed.png","spoiled_1.png","spoiled_2.png","spoiled_3.png","spoiled.png","key.png","NA.png","NA.png","NA.png","NA.png","Marit ordnet fi noekkelje.","Marit oedela fi noekkelje."
"1.2.1","Kari","fixed_1.png","fixed_2.png","fixed_3.png","fixed.png","spoiled_1.png","spoiled_2.png","spoiled_3.png","spoiled.png","wall.png","NA.png","NA.png","NA.png","NA.png","Kari ordnet fi veggje.","Kari oedela fi veggje."
"1.2.1","Per","fixed_1.png","fixed_2.png","fixed_3.png","fixed.png","spoiled_1.png","spoiled_2.png","spoiled_3.png","spoiled.png","backpack.png","NA.png","NA.png","NA.png","NA.png","Per ordnet fi ryggsekkje.","Per oedela fi ryggsekkje."
"1.2.1","Ingrid","fixed_1.png","fixed_2.png","fixed_3.png","fixed.png","spoiled_1.png","spoiled_2.png","spoiled_3.png","spoiled.png","truck.png","NA.png","NA.png","NA.png","NA.png","Ingrid ordnet fi lastebilje.","Ingrid oedela fi lastebilje."
"1.2.1","Anne","fixed_1.png","fixed_2.png","fixed_3.png","fixed.png","spoiled_1.png","spoiled_2.png","spoiled_3.png","spoiled.png","pencil.png","NA.png","NA.png","NA.png","NA.png","Anne ordnet fi blyantje.","Anne oedela fi blyantje."
"1.2.1","Jan","fixed_1.png","fixed_2.png","fixed_3.png","fixed.png","spoiled_1.png","spoiled_2.png","spoiled_3.png","spoiled.png","letter.png","NA.png","NA.png","NA.png","NA.png","Jan ordnet fi brevze.","Jan oedela fi brevze."
"1.2.1","Kjell","fixed_1.png","fixed_2.png","fixed_3.png","fixed.png","spoiled_1.png","spoiled_2.png","spoiled_3.png","spoiled.png","mug.png","NA.png","NA.png","NA.png","NA.png","Kjell ordnet fi krusze.","Kjell oedela fi krusze."
"1.2.1","Ole","fixed_1.png","fixed_2.png","fixed_3.png","fixed.png","spoiled_1.png","spoiled_2.png","spoiled_3.png","spoiled.png","table.png","NA.png","NA.png","NA.png","NA.png","Ole ordnet fi bordze.","Ole oedela fi bordze."
"1.2.1","Inger","fixed_1.png","fixed_2.png","fixed_3.png","fixed.png","spoiled_1.png","spoiled_2.png","spoiled_3.png","spoiled.png","closet.png","NA.png","NA.png","NA.png","NA.png","Inger ordnet fi skapze.","Inger oedela fi skapze."
"1.2.1","Liv","fixed_1.png","fixed_2.png","fixed_3.png","fixed.png","spoiled_1.png","spoiled_2.png","spoiled_3.png","spoiled.png","roof.png","NA.png","NA.png","NA.png","NA.png","Liv ordnet fi takze.","Liv oedela fi takze."
"1.2.1","Bjoern","fixed_1.png","fixed_2.png","fixed_3.png","fixed.png","spoiled_1.png","spoiled_2.png","spoiled_3.png","spoiled.png","pool.png","NA.png","NA.png","NA.png","NA.png","Bjoern ordnet fi bassengze.","Bjoern oedela fi bassengze."
"1.2.1","","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","pool_2.png","pencil_2.png","pool_2.png","table.png","Bassengzer er over blyantjer.","Bassengzer er over bordze."
"1.2.1","","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","pencil_2.png","table_3.png","pencil_2.png","letter.png","Blyantjer virker over bordzer.","Blyantjer virker over brevze."
"1.2.1","","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","table_2.png","letter_2.png","table_2.png","street.png","Bordzer er over brevzer.","Bordzer er over gateje."
"1.2.1","","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","letter_2.png","street_3.png","letter_2.png","mug.png","Brevzer virker over gatejer.","Brevzer virker over krusze."
"1.2.1","","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","street_2.png","mug_2.png","street_2.png","truck.png","Gatejer er over kruszer.","Gatejer er over lastebilje."
"1.2.1","","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","mug_2.png","truck_3.png","mug_2.png","key.png","Kruszer virker over lastebiljer.","Kruszer virker over noekkelje."
"1.2.1","","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","truck_2.png","key_2.png","truck_2.png","backpack.png","Lastebiljer er over noekkeljer.","Lastebiljer er over ryggsekkje."
"1.2.1","","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","key_2.png","backpack_3.png","key_2.png","closet.png","Noekkeljer virker over ryggsekkjer.","Noekkeljer virker over skapze."
"1.2.1","","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","backpack_2.png","closet_2.png","backpack_2.png","roof.png","Ryggsekkjer er over skapzer.","Ryggsekkjer er over takze."
"1.2.1","","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","closet_2.png","roof_3.png","closet_2.png","wall.png","Skapzer virker over takzer.","Skapzer virker over veggje."
"1.2.1","","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","roof_2.png","wall_2.png","roof_2.png","pool.png","Takzer er over veggjer.","Takzer er over bassengze."
"1.2.1","","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","wall_2.png","pool_3.png","wall_2.png","pencil.png","Veggjer virker over bassengzer.","Veggjer virker over blyantje."
"1.2.1","","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","table.png","pool_2.png","letter_2.png","pool_2.png","Bassengzer er under bordze.","Bassengzer er under brevzer."
"1.2.1","","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","letter.png","pencil_2.png","street_3.png","pencil_2.png","Blyantjer virker under brevze.","Blyantjer virker under gatejer."
"1.2.1","","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","street.png","table_2.png","mug_2.png","table_2.png","Bordzer er under gateje.","Bordzer er under kruszer."
"1.2.1","","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","mug.png","letter_2.png","truck_3.png","letter_2.png","Brevzer virker under krusze.","Brevzer virker under lastebiljer."
"1.2.1","","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","truck.png","street_2.png","key_2.png","street_2.png","Gatejer er under lastebilje.","Gatejer er under noekkeljer."
"1.2.1","","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","key.png","mug_2.png","backpack_3.png","mug_2.png","Kruszer virker under noekkelje.","Kruszer virker under ryggsekkjer."
"1.2.1","","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","backpack.png","truck_2.png","closet_2.png","truck_2.png","Lastebiljer er under ryggsekkje.","Lastebiljer er under skapzer."
"1.2.1","","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","closet.png","key_2.png","roof_3.png","key_2.png","Noekkeljer virker under skapze.","Noekkeljer virker under takzer."
"1.2.1","","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","roof.png","backpack_2.png","wall_2.png","backpack_2.png","Ryggsekkjer er under takze.","Ryggsekkjer er under veggjer."
"1.2.1","","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","wall.png","closet_2.png","pool_3.png","closet_2.png","Skapzer virker under veggje.","Skapzer virker under bassengzer."
"1.2.1","","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","pool.png","roof_2.png","pencil_2.png","roof_2.png","Takzer er under bassengze.","Takzer er under blyantjer."
"1.2.1","","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","pencil.png","wall_2.png","table_3.png","wall_2.png","Veggjer virker under blyantje.","Veggjer virker under bordzer."
"1.2.1","","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","pool_2.png","letter_2.png","pool_2.png","street.png","Bassengzer er over brevzer.","Bassengzer er over gateje."
"1.2.1","","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","pencil_2.png","street_3.png","pencil_2.png","mug.png","Blyantjer virker over gatejer.","Blyantjer virker over krusze."
"1.2.1","","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","table_2.png","mug_2.png","table_2.png","truck.png","Bordzer er over kruszer.","Bordzer er over lastebilje."
"1.2.1","","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","letter_2.png","truck_3.png","letter_2.png","key.png","Brevzer virker over lastebiljer.","Brevzer virker over noekkelje."
"1.2.1","","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","street_2.png","key_2.png","street_2.png","backpack.png","Gatejer er over noekkeljer.","Gatejer er over ryggsekkje."
"1.2.1","","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","mug_2.png","backpack_3.png","mug_2.png","closet.png","Kruszer virker over ryggsekkjer.","Kruszer virker over skapze."
"1.2.1","","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","truck_2.png","closet_2.png","truck_2.png","roof.png","Lastebiljer er over skapzer.","Lastebiljer er over takze."
"1.2.1","","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","key_2.png","roof_3.png","key_2.png","wall.png","Noekkeljer virker over takzer.","Noekkeljer virker over veggje."
"1.2.1","","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","backpack_2.png","wall_2.png","backpack_2.png","pool.png","Ryggsekkjer er over veggjer.","Ryggsekkjer er over bassengze."
"1.2.1","","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","closet_2.png","pool_3.png","closet_2.png","pencil.png","Skapzer virker over bassengzer.","Skapzer virker over blyantje."
"1.2.1","","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","roof_2.png","pencil_2.png","roof_2.png","table.png","Takzer er over blyantjer.","Takzer er over bordze."
"1.2.1","","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","wall_2.png","table_3.png","wall_2.png","letter.png","Veggjer virker over bordzer.","Veggjer virker over brevze."
"1.2.1","","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","street.png","pool.png","mug_2.png","pool.png","Bassengze er under gateje.","Bassengze er under kruszer."
"1.2.1","","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","mug.png","pencil.png","truck_3.png","pencil.png","Blyantje virker under krusze.","Blyantje virker under lastebiljer."
"1.2.1","","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","truck.png","table.png","key_2.png","table.png","Bordze er under lastebilje.","Bordze er under noekkeljer."
"1.2.1","","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","key.png","letter.png","backpack_3.png","letter.png","Brevze virker under noekkelje.","Brevze virker under ryggsekkjer."
"1.2.1","","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","backpack.png","street.png","closet_2.png","street.png","Gateje er under ryggsekkje.","Gateje er under skapzer."
"1.2.1","","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","closet.png","mug.png","roof_3.png","mug.png","Krusze virker under skapze.","Krusze virker under takzer."
"1.2.1","","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","roof.png","truck.png","wall_2.png","truck.png","Lastebilje er under takze.","Lastebilje er under veggjer."
"1.2.1","","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","wall.png","key.png","pool_3.png","key.png","Noekkelje virker under veggje.","Noekkelje virker under bassengzer."
"1.2.1","","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","NA.png","pool.png","backpack.png","pencil_2.png","backpack.png","Ryggsekkje er under bassengze.","Ryggsekkje er under blyantjer."
