"correct_response","gender","grammatical_property","grammatical_property_trigger","grammaticality","grammaticality_trigger","language","list","materials_version","noun_adj_ID","number","sentence","sentence_trigger","session","target_word_location","target_word_trigger","verb_noun_ID","verb_type","word1","word1_duration","word10","word10_duration","word2","word2_duration","word3","word3_duration","word4","word4_duration","word5","word5_duration","word6","word6_duration","word7","word7_duration","word8","word8_duration","word9","word9_duration"
"right_button","neuter","gender agreement","1","number violation","103","Mini-English","List 3: number violation, grammatical, gender violation","1.2.3","23_4","singular","Ze candle is dirtyezur and ze leaf too.","120","Session 3","word4","40","","copula_be","Ze","250","","","candle","355","is","250","dirtyezur","420","and","250","ze","250","leaf","285","too.","285","",""
"right_button","neuter","gender agreement","1","number violation","103","Mini-English","List 3: number violation, grammatical, gender violation","1.2.3","24_4","singular","Ze mirror is dirtyezur and ze strawberry too.","121","Session 3","word4","40","","copula_be","Ze","250","","","mirror","355","is","250","dirtyezur","420","and","250","ze","250","strawberry","495","too.","285","",""
"left_button","common","gender agreement","1","grammatical","101","Mini-English","List 3: number violation, grammatical, gender violation","1.2.3","13_5","plural","Jer drum look highejur but jer suitcase not.","122","Session 3","word4","41","","copula_look","Jer","250","","","drum","285","look","285","highejur","385","but","250","jer","250","suitcase","425","not.","285","",""
"left_button","common","gender agreement","1","grammatical","101","Mini-English","List 3: number violation, grammatical, gender violation","1.2.3","14_5","plural","Jer box look highejur but jer drum not.","123","Session 3","word4","41","","copula_look","Jer","250","","","box","250","look","285","highejur","385","but","250","jer","250","drum","285","not.","285","",""
"left_button","common","gender agreement","1","grammatical","101","Mini-English","List 3: number violation, grammatical, gender violation","1.2.3","15_5","plural","Jer saucepan look highejur but jer box not.","124","Session 3","word4","41","","copula_look","Jer","250","","","saucepan","425","look","285","highejur","385","but","250","jer","250","box","250","not.","285","",""
"left_button","common","gender agreement","1","grammatical","101","Mini-English","List 3: number violation, grammatical, gender violation","1.2.3","16_5","plural","Jer suitcase look highejur but jer drum not.","125","Session 3","word4","41","","copula_look","Jer","250","","","suitcase","425","look","285","highejur","385","but","250","jer","250","drum","285","not.","285","",""
"left_button","common","gender agreement","1","grammatical","101","Mini-English","List 3: number violation, grammatical, gender violation","1.2.3","17_5","plural","Jer fork look highejur but jer saucepan not.","126","Session 3","word4","41","","copula_look","Jer","250","","","fork","285","look","285","highejur","385","but","250","jer","250","saucepan","425","not.","285","",""
"left_button","common","gender agreement","1","grammatical","101","Mini-English","List 3: number violation, grammatical, gender violation","1.2.3","18_5","plural","Jer dress look highejur but jer fork not.","127","Session 3","word4","41","","copula_look","Jer","250","","","dress","320","look","285","highejur","385","but","250","jer","250","fork","285","not.","285","",""
"left_button","neuter","gender agreement","1","grammatical","101","Mini-English","List 3: number violation, grammatical, gender violation","1.2.3","19_5","plural","Zer tray look highezur but zer leaf not.","128","Session 3","word4","41","","copula_look","Zer","250","","","tray","285","look","285","highezur","385","but","250","zer","250","leaf","285","not.","285","",""
"left_button","neuter","gender agreement","1","grammatical","101","Mini-English","List 3: number violation, grammatical, gender violation","1.2.3","20_5","plural","Zer leaf look highezur but zer mirror not.","129","Session 3","word4","41","","copula_look","Zer","250","","","leaf","285","look","285","highezur","385","but","250","zer","250","mirror","355","not.","285","",""
"left_button","neuter","gender agreement","1","grammatical","101","Mini-English","List 3: number violation, grammatical, gender violation","1.2.3","21_5","plural","Zer strawberry look highezur but zer tie not.","130","Session 3","word4","41","","copula_look","Zer","250","","","strawberry","495","look","285","highezur","385","but","250","zer","250","tie","250","not.","285","",""
"left_button","neuter","gender agreement","1","grammatical","101","Mini-English","List 3: number violation, grammatical, gender violation","1.2.3","22_5","plural","Zer tie look highezur but zer leaf not.","131","Session 3","word4","41","","copula_look","Zer","250","","","tie","250","look","285","highezur","385","but","250","zer","250","leaf","285","not.","285","",""
"left_button","neuter","gender agreement","1","grammatical","101","Mini-English","List 3: number violation, grammatical, gender violation","1.2.3","23_5","plural","Zer candle look highezur but zer tie not.","132","Session 3","word4","41","","copula_look","Zer","250","","","candle","355","look","285","highezur","385","but","250","zer","250","tie","250","not.","285","",""
"left_button","neuter","gender agreement","1","grammatical","101","Mini-English","List 3: number violation, grammatical, gender violation","1.2.3","24_5","plural","Zer mirror look highezur but zer leaf not.","133","Session 3","word4","41","","copula_look","Zer","250","","","mirror","355","look","285","highezur","385","but","250","zer","250","leaf","285","not.","285","",""
"right_button","common","gender agreement","1","gender violation","102","Mini-English","List 3: number violation, grammatical, gender violation","1.2.3","13_6","singular","Je drum is lowezu and je fork too.","134","Session 3","word4","42","","copula_be","Je","250","","","drum","285","is","250","lowezu","315","and","250","je","250","fork","285","too.","285","",""
"right_button","common","gender agreement","1","gender violation","102","Mini-English","List 3: number violation, grammatical, gender violation","1.2.3","14_6","singular","Je box is lowezu and je dress too.","135","Session 3","word4","42","","copula_be","Je","250","","","box","250","is","250","lowezu","315","and","250","je","250","dress","320","too.","285","",""
"right_button","common","gender agreement","1","gender violation","102","Mini-English","List 3: number violation, grammatical, gender violation","1.2.3","15_6","singular","Je saucepan is lowezu and je dress too.","136","Session 3","word4","42","","copula_be","Je","250","","","saucepan","425","is","250","lowezu","315","and","250","je","250","dress","320","too.","285","",""
"right_button","common","gender agreement","1","gender violation","102","Mini-English","List 3: number violation, grammatical, gender violation","1.2.3","16_6","singular","Je suitcase is lowezu and je box too.","137","Session 3","word4","42","","copula_be","Je","250","","","suitcase","425","is","250","lowezu","315","and","250","je","250","box","250","too.","285","",""
"right_button","common","gender agreement","1","gender violation","102","Mini-English","List 3: number violation, grammatical, gender violation","1.2.3","17_6","singular","Je fork is lowezu and je box too.","138","Session 3","word4","42","","copula_be","Je","250","","","fork","285","is","250","lowezu","315","and","250","je","250","box","250","too.","285","",""
"right_button","common","gender agreement","1","gender violation","102","Mini-English","List 3: number violation, grammatical, gender violation","1.2.3","18_6","singular","Je dress is lowezu and je box too.","139","Session 3","word4","42","","copula_be","Je","250","","","dress","320","is","250","lowezu","315","and","250","je","250","box","250","too.","285","",""
"right_button","neuter","gender agreement","1","gender violation","102","Mini-English","List 3: number violation, grammatical, gender violation","1.2.3","19_6","singular","Ze tray is loweju and ze candle too.","140","Session 3","word4","42","","copula_be","Ze","250","","","tray","285","is","250","loweju","315","and","250","ze","250","candle","355","too.","285","",""
"right_button","neuter","gender agreement","1","gender violation","102","Mini-English","List 3: number violation, grammatical, gender violation","1.2.3","20_6","singular","Ze leaf is loweju and ze tie too.","141","Session 3","word4","42","","copula_be","Ze","250","","","leaf","285","is","250","loweju","315","and","250","ze","250","tie","250","too.","285","",""
"right_button","neuter","gender agreement","1","gender violation","102","Mini-English","List 3: number violation, grammatical, gender violation","1.2.3","21_6","singular","Ze strawberry is loweju and ze tray too.","142","Session 3","word4","42","","copula_be","Ze","250","","","strawberry","495","is","250","loweju","315","and","250","ze","250","tray","285","too.","285","",""
"right_button","neuter","gender agreement","1","gender violation","102","Mini-English","List 3: number violation, grammatical, gender violation","1.2.3","22_6","singular","Ze tie is loweju and ze mirror too.","143","Session 3","word4","42","","copula_be","Ze","250","","","tie","250","is","250","loweju","315","and","250","ze","250","mirror","355","too.","285","",""
"right_button","neuter","gender agreement","1","gender violation","102","Mini-English","List 3: number violation, grammatical, gender violation","1.2.3","23_6","singular","Ze candle is loweju and ze strawberry too.","144","Session 3","word4","42","","copula_be","Ze","250","","","candle","355","is","250","loweju","315","and","250","ze","250","strawberry","495","too.","285","",""
"right_button","neuter","gender agreement","1","gender violation","102","Mini-English","List 3: number violation, grammatical, gender violation","1.2.3","24_6","singular","Ze mirror is loweju and ze strawberry too.","145","Session 3","word4","42","","copula_be","Ze","250","","","mirror","355","is","250","loweju","315","and","250","ze","250","strawberry","495","too.","285","",""
"right_button","common","gender agreement","1","number violation","103","Mini-English","List 3: number violation, grammatical, gender violation","1.2.3","13_7","plural","Jer drum look lighteju but jer suitcase not.","146","Session 3","word4","43","","copula_look","Jer","250","","","drum","285","look","285","lighteju","385","but","250","jer","250","suitcase","425","not.","285","",""
"right_button","common","gender agreement","1","number violation","103","Mini-English","List 3: number violation, grammatical, gender violation","1.2.3","14_7","plural","Jer box look lighteju but jer saucepan not.","147","Session 3","word4","43","","copula_look","Jer","250","","","box","250","look","285","lighteju","385","but","250","jer","250","saucepan","425","not.","285","",""
"right_button","common","gender agreement","1","number violation","103","Mini-English","List 3: number violation, grammatical, gender violation","1.2.3","15_7","plural","Jer saucepan look lighteju but jer dress not.","148","Session 3","word4","43","","copula_look","Jer","250","","","saucepan","425","look","285","lighteju","385","but","250","jer","250","dress","320","not.","285","",""
"right_button","common","gender agreement","1","number violation","103","Mini-English","List 3: number violation, grammatical, gender violation","1.2.3","16_7","plural","Jer suitcase look lighteju but jer drum not.","149","Session 3","word4","43","","copula_look","Jer","250","","","suitcase","425","look","285","lighteju","385","but","250","jer","250","drum","285","not.","285","",""
"right_button","common","gender agreement","1","number violation","103","Mini-English","List 3: number violation, grammatical, gender violation","1.2.3","17_7","plural","Jer fork look lighteju but jer dress not.","150","Session 3","word4","43","","copula_look","Jer","250","","","fork","285","look","285","lighteju","385","but","250","jer","250","dress","320","not.","285","",""
"right_button","common","gender agreement","1","number violation","103","Mini-English","List 3: number violation, grammatical, gender violation","1.2.3","18_7","plural","Jer dress look lighteju but jer saucepan not.","151","Session 3","word4","43","","copula_look","Jer","250","","","dress","320","look","285","lighteju","385","but","250","jer","250","saucepan","425","not.","285","",""
"right_button","neuter","gender agreement","1","number violation","103","Mini-English","List 3: number violation, grammatical, gender violation","1.2.3","19_7","plural","Zer tray look lightezu but zer tie not.","152","Session 3","word4","43","","copula_look","Zer","250","","","tray","285","look","285","lightezu","385","but","250","zer","250","tie","250","not.","285","",""
"right_button","neuter","gender agreement","1","number violation","103","Mini-English","List 3: number violation, grammatical, gender violation","1.2.3","20_7","plural","Zer leaf look lightezu but zer candle not.","153","Session 3","word4","43","","copula_look","Zer","250","","","leaf","285","look","285","lightezu","385","but","250","zer","250","candle","355","not.","285","",""
"right_button","neuter","gender agreement","1","number violation","103","Mini-English","List 3: number violation, grammatical, gender violation","1.2.3","21_7","plural","Zer strawberry look lightezu but zer mirror not.","154","Session 3","word4","43","","copula_look","Zer","250","","","strawberry","495","look","285","lightezu","385","but","250","zer","250","mirror","355","not.","285","",""
"right_button","neuter","gender agreement","1","number violation","103","Mini-English","List 3: number violation, grammatical, gender violation","1.2.3","22_7","plural","Zer tie look lightezu but zer strawberry not.","155","Session 3","word4","43","","copula_look","Zer","250","","","tie","250","look","285","lightezu","385","but","250","zer","250","strawberry","495","not.","285","",""
"right_button","neuter","gender agreement","1","number violation","103","Mini-English","List 3: number violation, grammatical, gender violation","1.2.3","23_7","plural","Zer candle look lightezu but zer tie not.","156","Session 3","word4","43","","copula_look","Zer","250","","","candle","355","look","285","lightezu","385","but","250","zer","250","tie","250","not.","285","",""
"right_button","neuter","gender agreement","1","number violation","103","Mini-English","List 3: number violation, grammatical, gender violation","1.2.3","24_7","plural","Zer mirror look lightezu but zer tray not.","157","Session 3","word4","43","","copula_look","Zer","250","","","mirror","355","look","285","lightezu","385","but","250","zer","250","tray","285","not.","285","",""
"left_button","common","gender agreement","1","grammatical","101","Mini-English","List 3: number violation, grammatical, gender violation","1.2.3","13_8","singular","Je drum is darkeju and je dress too.","158","Session 3","word4","44","","copula_be","Je","250","","","drum","285","is","250","darkeju","350","and","250","je","250","dress","320","too.","285","",""
"left_button","common","gender agreement","1","grammatical","101","Mini-English","List 3: number violation, grammatical, gender violation","1.2.3","14_8","singular","Je box is darkeju and je fork too.","159","Session 3","word4","44","","copula_be","Je","250","","","box","250","is","250","darkeju","350","and","250","je","250","fork","285","too.","285","",""
"left_button","common","gender agreement","1","grammatical","101","Mini-English","List 3: number violation, grammatical, gender violation","1.2.3","15_8","singular","Je saucepan is darkeju and je fork too.","160","Session 3","word4","44","","copula_be","Je","250","","","saucepan","425","is","250","darkeju","350","and","250","je","250","fork","285","too.","285","",""
"left_button","common","gender agreement","1","grammatical","101","Mini-English","List 3: number violation, grammatical, gender violation","1.2.3","16_8","singular","Je suitcase is darkeju and je drum too.","161","Session 3","word4","44","","copula_be","Je","250","","","suitcase","425","is","250","darkeju","350","and","250","je","250","drum","285","too.","285","",""
"left_button","common","gender agreement","1","grammatical","101","Mini-English","List 3: number violation, grammatical, gender violation","1.2.3","17_8","singular","Je fork is darkeju and je box too.","162","Session 3","word4","44","","copula_be","Je","250","","","fork","285","is","250","darkeju","350","and","250","je","250","box","250","too.","285","",""
"left_button","common","gender agreement","1","grammatical","101","Mini-English","List 3: number violation, grammatical, gender violation","1.2.3","18_8","singular","Je dress is darkeju and je saucepan too.","163","Session 3","word4","44","","copula_be","Je","250","","","dress","320","is","250","darkeju","350","and","250","je","250","saucepan","425","too.","285","",""
"left_button","neuter","gender agreement","1","grammatical","101","Mini-English","List 3: number violation, grammatical, gender violation","1.2.3","19_8","singular","Ze tray is darkezu and ze strawberry too.","164","Session 3","word4","44","","copula_be","Ze","250","","","tray","285","is","250","darkezu","350","and","250","ze","250","strawberry","495","too.","285","",""
"left_button","neuter","gender agreement","1","grammatical","101","Mini-English","List 3: number violation, grammatical, gender violation","1.2.3","20_8","singular","Ze leaf is darkezu and ze tie too.","165","Session 3","word4","44","","copula_be","Ze","250","","","leaf","285","is","250","darkezu","350","and","250","ze","250","tie","250","too.","285","",""
"left_button","neuter","gender agreement","1","grammatical","101","Mini-English","List 3: number violation, grammatical, gender violation","1.2.3","21_8","singular","Ze strawberry is darkezu and ze tray too.","166","Session 3","word4","44","","copula_be","Ze","250","","","strawberry","495","is","250","darkezu","350","and","250","ze","250","tray","285","too.","285","",""
"left_button","neuter","gender agreement","1","grammatical","101","Mini-English","List 3: number violation, grammatical, gender violation","1.2.3","22_8","singular","Ze tie is darkezu and ze mirror too.","167","Session 3","word4","44","","copula_be","Ze","250","","","tie","250","is","250","darkezu","350","and","250","ze","250","mirror","355","too.","285","",""
"left_button","neuter","gender agreement","1","grammatical","101","Mini-English","List 3: number violation, grammatical, gender violation","1.2.3","23_8","singular","Ze candle is darkezu and ze leaf too.","168","Session 3","word4","44","","copula_be","Ze","250","","","candle","355","is","250","darkezu","350","and","250","ze","250","leaf","285","too.","285","",""
"left_button","neuter","gender agreement","1","grammatical","101","Mini-English","List 3: number violation, grammatical, gender violation","1.2.3","24_8","singular","Ze mirror is darkezu and ze candle too.","169","Session 3","word4","44","","copula_be","Ze","250","","","mirror","355","is","250","darkezu","350","and","250","ze","250","candle","355","too.","285","",""
"right_button","common","gender agreement","1","gender violation","102","Mini-English","List 3: number violation, grammatical, gender violation","1.2.3","13_9","plural","Jer drum look blackezur but jer suitcase not.","170","Session 3","word4","45","","copula_look","Jer","250","","","drum","285","look","285","blackezur","420","but","250","jer","250","suitcase","425","not.","285","",""
"right_button","common","gender agreement","1","gender violation","102","Mini-English","List 3: number violation, grammatical, gender violation","1.2.3","14_9","plural","Jer box look blackezur but jer suitcase not.","171","Session 3","word4","45","","copula_look","Jer","250","","","box","250","look","285","blackezur","420","but","250","jer","250","suitcase","425","not.","285","",""
"right_button","common","gender agreement","1","gender violation","102","Mini-English","List 3: number violation, grammatical, gender violation","1.2.3","15_9","plural","Jer saucepan look blackezur but jer dress not.","172","Session 3","word4","45","","copula_look","Jer","250","","","saucepan","425","look","285","blackezur","420","but","250","jer","250","dress","320","not.","285","",""
"right_button","common","gender agreement","1","gender violation","102","Mini-English","List 3: number violation, grammatical, gender violation","1.2.3","16_9","plural","Jer suitcase look blackezur but jer fork not.","173","Session 3","word4","45","","copula_look","Jer","250","","","suitcase","425","look","285","blackezur","420","but","250","jer","250","fork","285","not.","285","",""
"right_button","common","gender agreement","1","gender violation","102","Mini-English","List 3: number violation, grammatical, gender violation","1.2.3","17_9","plural","Jer fork look blackezur but jer saucepan not.","174","Session 3","word4","45","","copula_look","Jer","250","","","fork","285","look","285","blackezur","420","but","250","jer","250","saucepan","425","not.","285","",""
"right_button","common","gender agreement","1","gender violation","102","Mini-English","List 3: number violation, grammatical, gender violation","1.2.3","18_9","plural","Jer dress look blackezur but jer box not.","175","Session 3","word4","45","","copula_look","Jer","250","","","dress","320","look","285","blackezur","420","but","250","jer","250","box","250","not.","285","",""
"right_button","neuter","gender agreement","1","gender violation","102","Mini-English","List 3: number violation, grammatical, gender violation","1.2.3","19_9","plural","Zer tray look blackejur but zer candle not.","176","Session 3","word4","45","","copula_look","Zer","250","","","tray","285","look","285","blackejur","420","but","250","zer","250","candle","355","not.","285","",""
"right_button","neuter","gender agreement","1","gender violation","102","Mini-English","List 3: number violation, grammatical, gender violation","1.2.3","20_9","plural","Zer leaf look blackejur but zer mirror not.","177","Session 3","word4","45","","copula_look","Zer","250","","","leaf","285","look","285","blackejur","420","but","250","zer","250","mirror","355","not.","285","",""
"right_button","neuter","gender agreement","1","gender violation","102","Mini-English","List 3: number violation, grammatical, gender violation","1.2.3","21_9","plural","Zer strawberry look blackejur but zer candle not.","178","Session 3","word4","45","","copula_look","Zer","250","","","strawberry","495","look","285","blackejur","420","but","250","zer","250","candle","355","not.","285","",""
"right_button","neuter","gender agreement","1","gender violation","102","Mini-English","List 3: number violation, grammatical, gender violation","1.2.3","22_9","plural","Zer tie look blackejur but zer leaf not.","179","Session 3","word4","45","","copula_look","Zer","250","","","tie","250","look","285","blackejur","420","but","250","zer","250","leaf","285","not.","285","",""
"right_button","neuter","gender agreement","1","gender violation","102","Mini-English","List 3: number violation, grammatical, gender violation","1.2.3","23_9","plural","Zer candle look blackejur but zer strawberry not.","180","Session 3","word4","45","","copula_look","Zer","250","","","candle","355","look","285","blackejur","420","but","250","zer","250","strawberry","495","not.","285","",""
"right_button","neuter","gender agreement","1","gender violation","102","Mini-English","List 3: number violation, grammatical, gender violation","1.2.3","24_9","plural","Zer mirror look blackejur but zer tray not.","181","Session 3","word4","45","","copula_look","Zer","250","","","mirror","355","look","285","blackejur","420","but","250","zer","250","tray","285","not.","285","",""
"right_button","common","gender agreement","1","number violation","103","Mini-English","List 3: number violation, grammatical, gender violation","1.2.3","13_10","singular","Je drum is pinkejur and je fork too.","182","Session 3","word4","46","","copula_be","Je","250","","","drum","285","is","250","pinkejur","385","and","250","je","250","fork","285","too.","285","",""
"right_button","common","gender agreement","1","number violation","103","Mini-English","List 3: number violation, grammatical, gender violation","1.2.3","14_10","singular","Je box is pinkejur and je suitcase too.","183","Session 3","word4","46","","copula_be","Je","250","","","box","250","is","250","pinkejur","385","and","250","je","250","suitcase","425","too.","285","",""
"right_button","common","gender agreement","1","number violation","103","Mini-English","List 3: number violation, grammatical, gender violation","1.2.3","15_10","singular","Je saucepan is pinkejur and je box too.","184","Session 3","word4","46","","copula_be","Je","250","","","saucepan","425","is","250","pinkejur","385","and","250","je","250","box","250","too.","285","",""
"right_button","common","gender agreement","1","number violation","103","Mini-English","List 3: number violation, grammatical, gender violation","1.2.3","16_10","singular","Je suitcase is pinkejur and je dress too.","185","Session 3","word4","46","","copula_be","Je","250","","","suitcase","425","is","250","pinkejur","385","and","250","je","250","dress","320","too.","285","",""
"right_button","common","gender agreement","1","number violation","103","Mini-English","List 3: number violation, grammatical, gender violation","1.2.3","17_10","singular","Je fork is pinkejur and je dress too.","186","Session 3","word4","46","","copula_be","Je","250","","","fork","285","is","250","pinkejur","385","and","250","je","250","dress","320","too.","285","",""
"right_button","common","gender agreement","1","number violation","103","Mini-English","List 3: number violation, grammatical, gender violation","1.2.3","18_10","singular","Je dress is pinkejur and je fork too.","187","Session 3","word4","46","","copula_be","Je","250","","","dress","320","is","250","pinkejur","385","and","250","je","250","fork","285","too.","285","",""
"right_button","neuter","gender agreement","1","number violation","103","Mini-English","List 3: number violation, grammatical, gender violation","1.2.3","19_10","singular","Ze tray is pinkezur and ze tie too.","188","Session 3","word4","46","","copula_be","Ze","250","","","tray","285","is","250","pinkezur","385","and","250","ze","250","tie","250","too.","285","",""
"right_button","neuter","gender agreement","1","number violation","103","Mini-English","List 3: number violation, grammatical, gender violation","1.2.3","20_10","singular","Ze leaf is pinkezur and ze tray too.","189","Session 3","word4","46","","copula_be","Ze","250","","","leaf","285","is","250","pinkezur","385","and","250","ze","250","tray","285","too.","285","",""
"right_button","neuter","gender agreement","1","number violation","103","Mini-English","List 3: number violation, grammatical, gender violation","1.2.3","21_10","singular","Ze strawberry is pinkezur and ze leaf too.","190","Session 3","word4","46","","copula_be","Ze","250","","","strawberry","495","is","250","pinkezur","385","and","250","ze","250","leaf","285","too.","285","",""
"right_button","neuter","gender agreement","1","number violation","103","Mini-English","List 3: number violation, grammatical, gender violation","1.2.3","22_10","singular","Ze tie is pinkezur and ze leaf too.","191","Session 3","word4","46","","copula_be","Ze","250","","","tie","250","is","250","pinkezur","385","and","250","ze","250","leaf","285","too.","285","",""
"right_button","neuter","gender agreement","1","number violation","103","Mini-English","List 3: number violation, grammatical, gender violation","1.2.3","23_10","singular","Ze candle is pinkezur and ze tie too.","192","Session 3","word4","46","","copula_be","Ze","250","","","candle","355","is","250","pinkezur","385","and","250","ze","250","tie","250","too.","285","",""
"right_button","neuter","gender agreement","1","number violation","103","Mini-English","List 3: number violation, grammatical, gender violation","1.2.3","24_10","singular","Ze mirror is pinkezur and ze candle too.","193","Session 3","word4","46","","copula_be","Ze","250","","","mirror","355","is","250","pinkezur","385","and","250","ze","250","candle","355","too.","285","",""
"left_button","common","gender agreement","1","grammatical","101","Mini-English","List 3: number violation, grammatical, gender violation","1.2.3","13_11","plural","Jer drum look safejur but jer box not.","194","Session 3","word4","47","","copula_look","Jer","250","","","drum","285","look","285","safejur","350","but","250","jer","250","box","250","not.","285","",""
"left_button","common","gender agreement","1","grammatical","101","Mini-English","List 3: number violation, grammatical, gender violation","1.2.3","14_11","plural","Jer box look safejur but jer fork not.","195","Session 3","word4","47","","copula_look","Jer","250","","","box","250","look","285","safejur","350","but","250","jer","250","fork","285","not.","285","",""
"left_button","common","gender agreement","1","grammatical","101","Mini-English","List 3: number violation, grammatical, gender violation","1.2.3","15_11","plural","Jer saucepan look safejur but jer drum not.","196","Session 3","word4","47","","copula_look","Jer","250","","","saucepan","425","look","285","safejur","350","but","250","jer","250","drum","285","not.","285","",""
"left_button","common","gender agreement","1","grammatical","101","Mini-English","List 3: number violation, grammatical, gender violation","1.2.3","16_11","plural","Jer suitcase look safejur but jer drum not.","197","Session 3","word4","47","","copula_look","Jer","250","","","suitcase","425","look","285","safejur","350","but","250","jer","250","drum","285","not.","285","",""
"left_button","common","gender agreement","1","grammatical","101","Mini-English","List 3: number violation, grammatical, gender violation","1.2.3","17_11","plural","Jer fork look safejur but jer saucepan not.","198","Session 3","word4","47","","copula_look","Jer","250","","","fork","285","look","285","safejur","350","but","250","jer","250","saucepan","425","not.","285","",""
"left_button","common","gender agreement","1","grammatical","101","Mini-English","List 3: number violation, grammatical, gender violation","1.2.3","18_11","plural","Jer dress look safejur but jer saucepan not.","199","Session 3","word4","47","","copula_look","Jer","250","","","dress","320","look","285","safejur","350","but","250","jer","250","saucepan","425","not.","285","",""
"left_button","neuter","gender agreement","1","grammatical","101","Mini-English","List 3: number violation, grammatical, gender violation","1.2.3","19_11","plural","Zer tray look safezur but zer leaf not.","200","Session 3","word4","47","","copula_look","Zer","250","","","tray","285","look","285","safezur","350","but","250","zer","250","leaf","285","not.","285","",""
"left_button","neuter","gender agreement","1","grammatical","101","Mini-English","List 3: number violation, grammatical, gender violation","1.2.3","20_11","plural","Zer leaf look safezur but zer tie not.","201","Session 3","word4","47","","copula_look","Zer","250","","","leaf","285","look","285","safezur","350","but","250","zer","250","tie","250","not.","285","",""
"left_button","neuter","gender agreement","1","grammatical","101","Mini-English","List 3: number violation, grammatical, gender violation","1.2.3","21_11","plural","Zer strawberry look safezur but zer mirror not.","202","Session 3","word4","47","","copula_look","Zer","250","","","strawberry","495","look","285","safezur","350","but","250","zer","250","mirror","355","not.","285","",""
"left_button","neuter","gender agreement","1","grammatical","101","Mini-English","List 3: number violation, grammatical, gender violation","1.2.3","22_11","plural","Zer tie look safezur but zer mirror not.","203","Session 3","word4","47","","copula_look","Zer","250","","","tie","250","look","285","safezur","350","but","250","zer","250","mirror","355","not.","285","",""
"left_button","neuter","gender agreement","1","grammatical","101","Mini-English","List 3: number violation, grammatical, gender violation","1.2.3","23_11","plural","Zer candle look safezur but zer strawberry not.","204","Session 3","word4","47","","copula_look","Zer","250","","","candle","355","look","285","safezur","350","but","250","zer","250","strawberry","495","not.","285","",""
