"correct_response","gender","grammatical_property","grammatical_property_trigger","grammaticality","grammaticality_trigger","language","list","materials_version","noun_adj_ID","number","sentence","sentence_trigger","target_word_location","target_word_trigger","verb_noun_ID","verb_type","word1","word1_duration","word10","word10_duration","word2","word2_duration","word3","word3_duration","word4","word4_duration","word5","word5_duration","word6","word6_duration","word7","word7_duration","word8","word8_duration","word9","word9_duration"
"left_button","neuter","gender agreement","1","grammatical","101","Mini-Norwegian","List 3: number violation, grammatical, gender violation","1.2.2","24_8","plural","Speilzer virker moerkezur men bladzer ikke.","133","word3","41","","copula_look","Speilzer","425","","","virker","355","moerkezur","420","men","250","bladzer","390","ikke.","320","","","","","",""
"right_button","common","gender agreement","1","gender violation","102","Mini-Norwegian","List 3: number violation, grammatical, gender violation","1.2.2","13_9","singular","Trommeje er svartezu og gaffelje ogsaa.","134","word3","42","","copula_be","Trommeje","425","","","er","250","svartezu","385","og","250","gaffelje","425","ogsaa.","355","","","","","",""
"right_button","common","gender agreement","1","gender violation","102","Mini-Norwegian","List 3: number violation, grammatical, gender violation","1.2.2","14_9","singular","Eskeje er svartezu og kjoleje ogsaa.","135","word3","42","","copula_be","Eskeje","355","","","er","250","svartezu","385","og","250","kjoleje","390","ogsaa.","355","","","","","",""
"right_button","common","gender agreement","1","gender violation","102","Mini-Norwegian","List 3: number violation, grammatical, gender violation","1.2.2","15_9","singular","Kjeleje er svartezu og kjoleje ogsaa.","136","word3","42","","copula_be","Kjeleje","390","","","er","250","svartezu","385","og","250","kjoleje","390","ogsaa.","355","","","","","",""
"right_button","common","gender agreement","1","gender violation","102","Mini-Norwegian","List 3: number violation, grammatical, gender violation","1.2.2","16_9","singular","Koffertje er svartezu og eskeje ogsaa.","137","word3","42","","copula_be","Koffertje","460","","","er","250","svartezu","385","og","250","eskeje","355","ogsaa.","355","","","","","",""
"right_button","common","gender agreement","1","gender violation","102","Mini-Norwegian","List 3: number violation, grammatical, gender violation","1.2.2","17_9","singular","Gaffelje er svartezu og eskeje ogsaa.","138","word3","42","","copula_be","Gaffelje","425","","","er","250","svartezu","385","og","250","eskeje","355","ogsaa.","355","","","","","",""
"right_button","common","gender agreement","1","gender violation","102","Mini-Norwegian","List 3: number violation, grammatical, gender violation","1.2.2","18_9","singular","Kjoleje er svartezu og eskeje ogsaa.","139","word3","42","","copula_be","Kjoleje","390","","","er","250","svartezu","385","og","250","eskeje","355","ogsaa.","355","","","","","",""
"right_button","neuter","gender agreement","1","gender violation","102","Mini-Norwegian","List 3: number violation, grammatical, gender violation","1.2.2","19_9","singular","Brettze er svarteju og stearinlysze ogsaa.","140","word3","42","","copula_be","Brettze","390","","","er","250","svarteju","385","og","250","stearinlysze","565","ogsaa.","355","","","","","",""
"right_button","neuter","gender agreement","1","gender violation","102","Mini-Norwegian","List 3: number violation, grammatical, gender violation","1.2.2","20_9","singular","Bladze er svarteju og slipsze ogsaa.","141","word3","42","","copula_be","Bladze","355","","","er","250","svarteju","385","og","250","slipsze","390","ogsaa.","355","","","","","",""
"right_button","neuter","gender agreement","1","gender violation","102","Mini-Norwegian","List 3: number violation, grammatical, gender violation","1.2.2","21_9","singular","Jordbaerze er svarteju og brettze ogsaa.","142","word3","42","","copula_be","Jordbaerze","495","","","er","250","svarteju","385","og","250","brettze","390","ogsaa.","355","","","","","",""
"right_button","neuter","gender agreement","1","gender violation","102","Mini-Norwegian","List 3: number violation, grammatical, gender violation","1.2.2","22_9","singular","Slipsze er svarteju og speilze ogsaa.","143","word3","42","","copula_be","Slipsze","390","","","er","250","svarteju","385","og","250","speilze","390","ogsaa.","355","","","","","",""
"right_button","neuter","gender agreement","1","gender violation","102","Mini-Norwegian","List 3: number violation, grammatical, gender violation","1.2.2","23_9","singular","Stearinlysze er svarteju og jordbaerze ogsaa.","144","word3","42","","copula_be","Stearinlysze","565","","","er","250","svarteju","385","og","250","jordbaerze","495","ogsaa.","355","","","","","",""
"right_button","neuter","gender agreement","1","gender violation","102","Mini-Norwegian","List 3: number violation, grammatical, gender violation","1.2.2","24_9","singular","Speilze er svarteju og jordbaerze ogsaa.","145","word3","42","","copula_be","Speilze","390","","","er","250","svarteju","385","og","250","jordbaerze","495","ogsaa.","355","","","","","",""
"right_button","common","gender agreement","1","number violation","103","Mini-Norwegian","List 3: number violation, grammatical, gender violation","1.2.2","13_10","plural","Trommejer virker rosaeju men koffertjer ikke.","146","word3","43","","copula_look","Trommejer","460","","","virker","355","rosaeju","350","men","250","koffertjer","495","ikke.","320","","","","","",""
"right_button","common","gender agreement","1","number violation","103","Mini-Norwegian","List 3: number violation, grammatical, gender violation","1.2.2","14_10","plural","Eskejer virker rosaeju men kjelejer ikke.","147","word3","43","","copula_look","Eskejer","390","","","virker","355","rosaeju","350","men","250","kjelejer","425","ikke.","320","","","","","",""
"right_button","common","gender agreement","1","number violation","103","Mini-Norwegian","List 3: number violation, grammatical, gender violation","1.2.2","15_10","plural","Kjelejer virker rosaeju men kjolejer ikke.","148","word3","43","","copula_look","Kjelejer","425","","","virker","355","rosaeju","350","men","250","kjolejer","425","ikke.","320","","","","","",""
"right_button","common","gender agreement","1","number violation","103","Mini-Norwegian","List 3: number violation, grammatical, gender violation","1.2.2","16_10","plural","Koffertjer virker rosaeju men trommejer ikke.","149","word3","43","","copula_look","Koffertjer","495","","","virker","355","rosaeju","350","men","250","trommejer","460","ikke.","320","","","","","",""
"right_button","common","gender agreement","1","number violation","103","Mini-Norwegian","List 3: number violation, grammatical, gender violation","1.2.2","17_10","plural","Gaffeljer virker rosaeju men kjolejer ikke.","150","word3","43","","copula_look","Gaffeljer","460","","","virker","355","rosaeju","350","men","250","kjolejer","425","ikke.","320","","","","","",""
"right_button","common","gender agreement","1","number violation","103","Mini-Norwegian","List 3: number violation, grammatical, gender violation","1.2.2","18_10","plural","Kjolejer virker rosaeju men kjelejer ikke.","151","word3","43","","copula_look","Kjolejer","425","","","virker","355","rosaeju","350","men","250","kjelejer","425","ikke.","320","","","","","",""
"right_button","neuter","gender agreement","1","number violation","103","Mini-Norwegian","List 3: number violation, grammatical, gender violation","1.2.2","19_10","plural","Brettzer virker rosaezu men slipszer ikke.","152","word3","43","","copula_look","Brettzer","425","","","virker","355","rosaezu","350","men","250","slipszer","425","ikke.","320","","","","","",""
"right_button","neuter","gender agreement","1","number violation","103","Mini-Norwegian","List 3: number violation, grammatical, gender violation","1.2.2","20_10","plural","Bladzer virker rosaezu men stearinlyszer ikke.","153","word3","43","","copula_look","Bladzer","390","","","virker","355","rosaezu","350","men","250","stearinlyszer","600","ikke.","320","","","","","",""
"right_button","neuter","gender agreement","1","number violation","103","Mini-Norwegian","List 3: number violation, grammatical, gender violation","1.2.2","21_10","plural","Jordbaerzer virker rosaezu men speilzer ikke.","154","word3","43","","copula_look","Jordbaerzer","530","","","virker","355","rosaezu","350","men","250","speilzer","425","ikke.","320","","","","","",""
"right_button","neuter","gender agreement","1","number violation","103","Mini-Norwegian","List 3: number violation, grammatical, gender violation","1.2.2","22_10","plural","Slipszer virker rosaezu men jordbaerzer ikke.","155","word3","43","","copula_look","Slipszer","425","","","virker","355","rosaezu","350","men","250","jordbaerzer","530","ikke.","320","","","","","",""
"right_button","neuter","gender agreement","1","number violation","103","Mini-Norwegian","List 3: number violation, grammatical, gender violation","1.2.2","23_10","plural","Stearinlyszer virker rosaezu men slipszer ikke.","156","word3","43","","copula_look","Stearinlyszer","600","","","virker","355","rosaezu","350","men","250","slipszer","425","ikke.","320","","","","","",""
"right_button","neuter","gender agreement","1","number violation","103","Mini-Norwegian","List 3: number violation, grammatical, gender violation","1.2.2","24_10","plural","Speilzer virker rosaezu men brettzer ikke.","157","word3","43","","copula_look","Speilzer","425","","","virker","355","rosaezu","350","men","250","brettzer","425","ikke.","320","","","","","",""
"left_button","common","gender agreement","1","grammatical","101","Mini-Norwegian","List 3: number violation, grammatical, gender violation","1.2.2","13_11","singular","Trommeje er tryggeju og kjoleje ogsaa.","158","word3","44","","copula_be","Trommeje","425","","","er","250","tryggeju","385","og","250","kjoleje","390","ogsaa.","355","","","","","",""
"left_button","common","gender agreement","1","grammatical","101","Mini-Norwegian","List 3: number violation, grammatical, gender violation","1.2.2","14_11","singular","Eskeje er tryggeju og gaffelje ogsaa.","159","word3","44","","copula_be","Eskeje","355","","","er","250","tryggeju","385","og","250","gaffelje","425","ogsaa.","355","","","","","",""
"left_button","common","gender agreement","1","grammatical","101","Mini-Norwegian","List 3: number violation, grammatical, gender violation","1.2.2","15_11","singular","Kjeleje er tryggeju og gaffelje ogsaa.","160","word3","44","","copula_be","Kjeleje","390","","","er","250","tryggeju","385","og","250","gaffelje","425","ogsaa.","355","","","","","",""
"left_button","common","gender agreement","1","grammatical","101","Mini-Norwegian","List 3: number violation, grammatical, gender violation","1.2.2","16_11","singular","Koffertje er tryggeju og trommeje ogsaa.","161","word3","44","","copula_be","Koffertje","460","","","er","250","tryggeju","385","og","250","trommeje","425","ogsaa.","355","","","","","",""
"left_button","common","gender agreement","1","grammatical","101","Mini-Norwegian","List 3: number violation, grammatical, gender violation","1.2.2","17_11","singular","Gaffelje er tryggeju og eskeje ogsaa.","162","word3","44","","copula_be","Gaffelje","425","","","er","250","tryggeju","385","og","250","eskeje","355","ogsaa.","355","","","","","",""
"left_button","common","gender agreement","1","grammatical","101","Mini-Norwegian","List 3: number violation, grammatical, gender violation","1.2.2","18_11","singular","Kjoleje er tryggeju og kjeleje ogsaa.","163","word3","44","","copula_be","Kjoleje","390","","","er","250","tryggeju","385","og","250","kjeleje","390","ogsaa.","355","","","","","",""
"left_button","neuter","gender agreement","1","grammatical","101","Mini-Norwegian","List 3: number violation, grammatical, gender violation","1.2.2","19_11","singular","Brettze er tryggezu og jordbaerze ogsaa.","164","word3","44","","copula_be","Brettze","390","","","er","250","tryggezu","385","og","250","jordbaerze","495","ogsaa.","355","","","","","",""
"left_button","neuter","gender agreement","1","grammatical","101","Mini-Norwegian","List 3: number violation, grammatical, gender violation","1.2.2","20_11","singular","Bladze er tryggezu og slipsze ogsaa.","165","word3","44","","copula_be","Bladze","355","","","er","250","tryggezu","385","og","250","slipsze","390","ogsaa.","355","","","","","",""
"left_button","neuter","gender agreement","1","grammatical","101","Mini-Norwegian","List 3: number violation, grammatical, gender violation","1.2.2","21_11","singular","Jordbaerze er tryggezu og brettze ogsaa.","166","word3","44","","copula_be","Jordbaerze","495","","","er","250","tryggezu","385","og","250","brettze","390","ogsaa.","355","","","","","",""
"left_button","neuter","gender agreement","1","grammatical","101","Mini-Norwegian","List 3: number violation, grammatical, gender violation","1.2.2","22_11","singular","Slipsze er tryggezu og speilze ogsaa.","167","word3","44","","copula_be","Slipsze","390","","","er","250","tryggezu","385","og","250","speilze","390","ogsaa.","355","","","","","",""
"left_button","neuter","gender agreement","1","grammatical","101","Mini-Norwegian","List 3: number violation, grammatical, gender violation","1.2.2","23_11","singular","Stearinlysze er tryggezu og bladze ogsaa.","168","word3","44","","copula_be","Stearinlysze","565","","","er","250","tryggezu","385","og","250","bladze","355","ogsaa.","355","","","","","",""
"left_button","neuter","gender agreement","1","grammatical","101","Mini-Norwegian","List 3: number violation, grammatical, gender violation","1.2.2","24_11","singular","Speilze er tryggezu og stearinlysze ogsaa.","169","word3","44","","copula_be","Speilze","390","","","er","250","tryggezu","385","og","250","stearinlysze","565","ogsaa.","355","","","","","",""
"right_button","common","gender agreement","1","gender violation","102","Mini-Norwegian","List 3: number violation, grammatical, gender violation","1.2.2","13_12","plural","Trommejer virker farligezur men koffertjer ikke.","170","word3","45","","copula_look","Trommejer","460","","","virker","355","farligezur","455","men","250","koffertjer","495","ikke.","320","","","","","",""
"right_button","common","gender agreement","1","gender violation","102","Mini-Norwegian","List 3: number violation, grammatical, gender violation","1.2.2","14_12","plural","Eskejer virker farligezur men koffertjer ikke.","171","word3","45","","copula_look","Eskejer","390","","","virker","355","farligezur","455","men","250","koffertjer","495","ikke.","320","","","","","",""
"right_button","common","gender agreement","1","gender violation","102","Mini-Norwegian","List 3: number violation, grammatical, gender violation","1.2.2","15_12","plural","Kjelejer virker farligezur men kjolejer ikke.","172","word3","45","","copula_look","Kjelejer","425","","","virker","355","farligezur","455","men","250","kjolejer","425","ikke.","320","","","","","",""
"right_button","common","gender agreement","1","gender violation","102","Mini-Norwegian","List 3: number violation, grammatical, gender violation","1.2.2","16_12","plural","Koffertjer virker farligezur men gaffeljer ikke.","173","word3","45","","copula_look","Koffertjer","495","","","virker","355","farligezur","455","men","250","gaffeljer","460","ikke.","320","","","","","",""
"right_button","common","gender agreement","1","gender violation","102","Mini-Norwegian","List 3: number violation, grammatical, gender violation","1.2.2","17_12","plural","Gaffeljer virker farligezur men kjelejer ikke.","174","word3","45","","copula_look","Gaffeljer","460","","","virker","355","farligezur","455","men","250","kjelejer","425","ikke.","320","","","","","",""
"right_button","common","gender agreement","1","gender violation","102","Mini-Norwegian","List 3: number violation, grammatical, gender violation","1.2.2","18_12","plural","Kjolejer virker farligezur men eskejer ikke.","175","word3","45","","copula_look","Kjolejer","425","","","virker","355","farligezur","455","men","250","eskejer","390","ikke.","320","","","","","",""
"right_button","neuter","gender agreement","1","gender violation","102","Mini-Norwegian","List 3: number violation, grammatical, gender violation","1.2.2","19_12","plural","Brettzer virker farligejur men stearinlyszer ikke.","176","word3","45","","copula_look","Brettzer","425","","","virker","355","farligejur","455","men","250","stearinlyszer","600","ikke.","320","","","","","",""
"right_button","neuter","gender agreement","1","gender violation","102","Mini-Norwegian","List 3: number violation, grammatical, gender violation","1.2.2","20_12","plural","Bladzer virker farligejur men speilzer ikke.","177","word3","45","","copula_look","Bladzer","390","","","virker","355","farligejur","455","men","250","speilzer","425","ikke.","320","","","","","",""
"right_button","neuter","gender agreement","1","gender violation","102","Mini-Norwegian","List 3: number violation, grammatical, gender violation","1.2.2","21_12","plural","Jordbaerzer virker farligejur men stearinlyszer ikke.","178","word3","45","","copula_look","Jordbaerzer","530","","","virker","355","farligejur","455","men","250","stearinlyszer","600","ikke.","320","","","","","",""
"right_button","neuter","gender agreement","1","gender violation","102","Mini-Norwegian","List 3: number violation, grammatical, gender violation","1.2.2","22_12","plural","Slipszer virker farligejur men bladzer ikke.","179","word3","45","","copula_look","Slipszer","425","","","virker","355","farligejur","455","men","250","bladzer","390","ikke.","320","","","","","",""
"right_button","neuter","gender agreement","1","gender violation","102","Mini-Norwegian","List 3: number violation, grammatical, gender violation","1.2.2","23_12","plural","Stearinlyszer virker farligejur men jordbaerzer ikke.","180","word3","45","","copula_look","Stearinlyszer","600","","","virker","355","farligejur","455","men","250","jordbaerzer","530","ikke.","320","","","","","",""
"right_button","neuter","gender agreement","1","gender violation","102","Mini-Norwegian","List 3: number violation, grammatical, gender violation","1.2.2","24_12","plural","Speilzer virker farligejur men brettzer ikke.","181","word3","45","","copula_look","Speilzer","425","","","virker","355","farligejur","455","men","250","brettzer","425","ikke.","320","","","","","",""
"right_button","common","gender agreement","1","number violation","103","Mini-Norwegian","List 3: number violation, grammatical, gender violation","1.2.2","13_13","singular","Trommeje er braejur og gaffelje ogsaa.","182","word3","46","","copula_be","Trommeje","425","","","er","250","braejur","350","og","250","gaffelje","425","ogsaa.","355","","","","","",""
"right_button","common","gender agreement","1","number violation","103","Mini-Norwegian","List 3: number violation, grammatical, gender violation","1.2.2","14_13","singular","Eskeje er braejur og koffertje ogsaa.","183","word3","46","","copula_be","Eskeje","355","","","er","250","braejur","350","og","250","koffertje","460","ogsaa.","355","","","","","",""
"right_button","common","gender agreement","1","number violation","103","Mini-Norwegian","List 3: number violation, grammatical, gender violation","1.2.2","15_13","singular","Kjeleje er braejur og eskeje ogsaa.","184","word3","46","","copula_be","Kjeleje","390","","","er","250","braejur","350","og","250","eskeje","355","ogsaa.","355","","","","","",""
"right_button","common","gender agreement","1","number violation","103","Mini-Norwegian","List 3: number violation, grammatical, gender violation","1.2.2","16_13","singular","Koffertje er braejur og kjoleje ogsaa.","185","word3","46","","copula_be","Koffertje","460","","","er","250","braejur","350","og","250","kjoleje","390","ogsaa.","355","","","","","",""
"right_button","common","gender agreement","1","number violation","103","Mini-Norwegian","List 3: number violation, grammatical, gender violation","1.2.2","17_13","singular","Gaffelje er braejur og kjoleje ogsaa.","186","word3","46","","copula_be","Gaffelje","425","","","er","250","braejur","350","og","250","kjoleje","390","ogsaa.","355","","","","","",""
"right_button","common","gender agreement","1","number violation","103","Mini-Norwegian","List 3: number violation, grammatical, gender violation","1.2.2","18_13","singular","Kjoleje er braejur og gaffelje ogsaa.","187","word3","46","","copula_be","Kjoleje","390","","","er","250","braejur","350","og","250","gaffelje","425","ogsaa.","355","","","","","",""
"right_button","neuter","gender agreement","1","number violation","103","Mini-Norwegian","List 3: number violation, grammatical, gender violation","1.2.2","19_13","singular","Brettze er braezur og slipsze ogsaa.","188","word3","46","","copula_be","Brettze","390","","","er","250","braezur","350","og","250","slipsze","390","ogsaa.","355","","","","","",""
"right_button","neuter","gender agreement","1","number violation","103","Mini-Norwegian","List 3: number violation, grammatical, gender violation","1.2.2","20_13","singular","Bladze er braezur og brettze ogsaa.","189","word3","46","","copula_be","Bladze","355","","","er","250","braezur","350","og","250","brettze","390","ogsaa.","355","","","","","",""
"right_button","neuter","gender agreement","1","number violation","103","Mini-Norwegian","List 3: number violation, grammatical, gender violation","1.2.2","21_13","singular","Jordbaerze er braezur og bladze ogsaa.","190","word3","46","","copula_be","Jordbaerze","495","","","er","250","braezur","350","og","250","bladze","355","ogsaa.","355","","","","","",""
"right_button","neuter","gender agreement","1","number violation","103","Mini-Norwegian","List 3: number violation, grammatical, gender violation","1.2.2","22_13","singular","Slipsze er braezur og bladze ogsaa.","191","word3","46","","copula_be","Slipsze","390","","","er","250","braezur","350","og","250","bladze","355","ogsaa.","355","","","","","",""
"right_button","neuter","gender agreement","1","number violation","103","Mini-Norwegian","List 3: number violation, grammatical, gender violation","1.2.2","23_13","singular","Stearinlysze er braezur og slipsze ogsaa.","192","word3","46","","copula_be","Stearinlysze","565","","","er","250","braezur","350","og","250","slipsze","390","ogsaa.","355","","","","","",""
"right_button","neuter","gender agreement","1","number violation","103","Mini-Norwegian","List 3: number violation, grammatical, gender violation","1.2.2","24_13","singular","Speilze er braezur og stearinlysze ogsaa.","193","word3","46","","copula_be","Speilze","390","","","er","250","braezur","350","og","250","stearinlysze","565","ogsaa.","355","","","","","",""
"left_button","common","gender agreement","1","grammatical","101","Mini-Norwegian","List 3: number violation, grammatical, gender violation","1.2.2","13_14","plural","Trommejer virker daarligejur men eskejer ikke.","194","word3","47","","copula_look","Trommejer","460","","","virker","355","daarligejur","490","men","250","eskejer","390","ikke.","320","","","","","",""
"left_button","common","gender agreement","1","grammatical","101","Mini-Norwegian","List 3: number violation, grammatical, gender violation","1.2.2","14_14","plural","Eskejer virker daarligejur men gaffeljer ikke.","195","word3","47","","copula_look","Eskejer","390","","","virker","355","daarligejur","490","men","250","gaffeljer","460","ikke.","320","","","","","",""
"left_button","common","gender agreement","1","grammatical","101","Mini-Norwegian","List 3: number violation, grammatical, gender violation","1.2.2","15_14","plural","Kjelejer virker daarligejur men trommejer ikke.","196","word3","47","","copula_look","Kjelejer","425","","","virker","355","daarligejur","490","men","250","trommejer","460","ikke.","320","","","","","",""
"left_button","common","gender agreement","1","grammatical","101","Mini-Norwegian","List 3: number violation, grammatical, gender violation","1.2.2","16_14","plural","Koffertjer virker daarligejur men trommejer ikke.","197","word3","47","","copula_look","Koffertjer","495","","","virker","355","daarligejur","490","men","250","trommejer","460","ikke.","320","","","","","",""
"left_button","common","gender agreement","1","grammatical","101","Mini-Norwegian","List 3: number violation, grammatical, gender violation","1.2.2","17_14","plural","Gaffeljer virker daarligejur men kjelejer ikke.","198","word3","47","","copula_look","Gaffeljer","460","","","virker","355","daarligejur","490","men","250","kjelejer","425","ikke.","320","","","","","",""
"left_button","common","gender agreement","1","grammatical","101","Mini-Norwegian","List 3: number violation, grammatical, gender violation","1.2.2","18_14","plural","Kjolejer virker daarligejur men kjelejer ikke.","199","word3","47","","copula_look","Kjolejer","425","","","virker","355","daarligejur","490","men","250","kjelejer","425","ikke.","320","","","","","",""
"left_button","neuter","gender agreement","1","grammatical","101","Mini-Norwegian","List 3: number violation, grammatical, gender violation","1.2.2","19_14","plural","Brettzer virker daarligezur men bladzer ikke.","200","word3","47","","copula_look","Brettzer","425","","","virker","355","daarligezur","490","men","250","bladzer","390","ikke.","320","","","","","",""
