"materials_version","language","list","trial_type","noun_adj_ID","gender","number","grammaticality","correct_response","grammatical_property","grammatical_property_trigger","grammaticality_trigger","sentence","sentence_trigger","session","target_word_location","target_word_trigger","verb_type","word1","word1_duration","word2","word2_duration","word3","word3_duration","word4","word4_duration","word5","word5_duration","word6","word6_duration","word7","word7_duration","word8","word8_duration","word9","word9_duration","word10","word10_duration"
"1.2.3","Mini-English","List 2: gender violation, number violation, grammatical","gender agreement","1_1","common","singular","gender violation","right_button","gender agreement","1","102","Je street is expensivezu and je key too.","110","Session 2","word4","40","copula_be","Je","250","street","355","is","250","expensivezu","490","and","250","je","250","key","250","too.","285","","","",""
"1.2.3","Mini-English","List 2: gender violation, number violation, grammatical","gender agreement","2_1","common","singular","gender violation","right_button","gender agreement","1","102","Je key is expensivezu and je truck too.","111","Session 2","word4","40","copula_be","Je","250","key","250","is","250","expensivezu","490","and","250","je","250","truck","320","too.","285","","","",""
"1.2.3","Mini-English","List 2: gender violation, number violation, grammatical","gender agreement","3_1","common","singular","gender violation","right_button","gender agreement","1","102","Je wall is expensivezu and je backpack too.","112","Session 2","word4","40","copula_be","Je","250","wall","285","is","250","expensivezu","490","and","250","je","250","backpack","425","too.","285","","","",""
"1.2.3","Mini-English","List 2: gender violation, number violation, grammatical","gender agreement","4_1","common","singular","gender violation","right_button","gender agreement","1","102","Je backpack is expensivezu and je street too.","113","Session 2","word4","40","copula_be","Je","250","backpack","425","is","250","expensivezu","490","and","250","je","250","street","355","too.","285","","","",""
"1.2.3","Mini-English","List 2: gender violation, number violation, grammatical","gender agreement","5_1","common","singular","gender violation","right_button","gender agreement","1","102","Je truck is expensivezu and je pencil too.","114","Session 2","word4","40","copula_be","Je","250","truck","320","is","250","expensivezu","490","and","250","je","250","pencil","355","too.","285","","","",""
"1.2.3","Mini-English","List 2: gender violation, number violation, grammatical","gender agreement","6_1","common","singular","gender violation","right_button","gender agreement","1","102","Je pencil is expensivezu and je wall too.","115","Session 2","word4","40","copula_be","Je","250","pencil","355","is","250","expensivezu","490","and","250","je","250","wall","285","too.","285","","","",""
"1.2.3","Mini-English","List 2: gender violation, number violation, grammatical","gender agreement","7_1","neuter","singular","gender violation","right_button","gender agreement","1","102","Ze letter is expensiveju and ze table too.","116","Session 2","word4","40","copula_be","Ze","250","letter","355","is","250","expensiveju","490","and","250","ze","250","table","320","too.","285","","","",""
"1.2.3","Mini-English","List 2: gender violation, number violation, grammatical","gender agreement","8_1","neuter","singular","gender violation","right_button","gender agreement","1","102","Ze mug is expensiveju and ze pool too.","117","Session 2","word4","40","copula_be","Ze","250","mug","250","is","250","expensiveju","490","and","250","ze","250","pool","285","too.","285","","","",""
"1.2.3","Mini-English","List 2: gender violation, number violation, grammatical","gender agreement","9_1","neuter","singular","gender violation","right_button","gender agreement","1","102","Ze table is expensiveju and ze letter too.","118","Session 2","word4","40","copula_be","Ze","250","table","320","is","250","expensiveju","490","and","250","ze","250","letter","355","too.","285","","","",""
"1.2.3","Mini-English","List 2: gender violation, number violation, grammatical","gender agreement","10_1","neuter","singular","gender violation","right_button","gender agreement","1","102","Ze closet is expensiveju and ze table too.","119","Session 2","word4","40","copula_be","Ze","250","closet","355","is","250","expensiveju","490","and","250","ze","250","table","320","too.","285","","","",""
"1.2.3","Mini-English","List 2: gender violation, number violation, grammatical","gender agreement","11_1","neuter","singular","gender violation","right_button","gender agreement","1","102","Ze roof is expensiveju and ze closet too.","120","Session 2","word4","40","copula_be","Ze","250","roof","285","is","250","expensiveju","490","and","250","ze","250","closet","355","too.","285","","","",""
"1.2.3","Mini-English","List 2: gender violation, number violation, grammatical","gender agreement","12_1","neuter","singular","gender violation","right_button","gender agreement","1","102","Ze pool is expensiveju and ze mug too.","121","Session 2","word4","40","copula_be","Ze","250","pool","285","is","250","expensiveju","490","and","250","ze","250","mug","250","too.","285","","","",""
"1.2.3","Mini-English","List 2: gender violation, number violation, grammatical","gender agreement","1_2","common","plural","number violation","right_button","gender agreement","1","103","Jer street are cheapeju and jer wall too.","122","Session 2","word4","41","copula_be","Jer","250","street","355","are","250","cheapeju","385","and","250","jer","250","wall","285","too.","285","","","",""
"1.2.3","Mini-English","List 2: gender violation, number violation, grammatical","gender agreement","2_2","common","plural","number violation","right_button","gender agreement","1","103","Jer key are cheapeju and jer backpack too.","123","Session 2","word4","41","copula_be","Jer","250","key","250","are","250","cheapeju","385","and","250","jer","250","backpack","425","too.","285","","","",""
"1.2.3","Mini-English","List 2: gender violation, number violation, grammatical","gender agreement","3_2","common","plural","number violation","right_button","gender agreement","1","103","Jer wall are cheapeju and jer truck too.","124","Session 2","word4","41","copula_be","Jer","250","wall","285","are","250","cheapeju","385","and","250","jer","250","truck","320","too.","285","","","",""
"1.2.3","Mini-English","List 2: gender violation, number violation, grammatical","gender agreement","4_2","common","plural","number violation","right_button","gender agreement","1","103","Jer backpack are cheapeju and jer pencil too.","125","Session 2","word4","41","copula_be","Jer","250","backpack","425","are","250","cheapeju","385","and","250","jer","250","pencil","355","too.","285","","","",""
"1.2.3","Mini-English","List 2: gender violation, number violation, grammatical","gender agreement","5_2","common","plural","number violation","right_button","gender agreement","1","103","Jer truck are cheapeju and jer wall too.","126","Session 2","word4","41","copula_be","Jer","250","truck","320","are","250","cheapeju","385","and","250","jer","250","wall","285","too.","285","","","",""
"1.2.3","Mini-English","List 2: gender violation, number violation, grammatical","gender agreement","6_2","common","plural","number violation","right_button","gender agreement","1","103","Jer pencil are cheapeju and jer wall too.","127","Session 2","word4","41","copula_be","Jer","250","pencil","355","are","250","cheapeju","385","and","250","jer","250","wall","285","too.","285","","","",""
"1.2.3","Mini-English","List 2: gender violation, number violation, grammatical","gender agreement","7_2","neuter","plural","number violation","right_button","gender agreement","1","103","Zer letter are cheapezu and zer closet too.","128","Session 2","word4","41","copula_be","Zer","250","letter","355","are","250","cheapezu","385","and","250","zer","250","closet","355","too.","285","","","",""
"1.2.3","Mini-English","List 2: gender violation, number violation, grammatical","gender agreement","8_2","neuter","plural","number violation","right_button","gender agreement","1","103","Zer mug are cheapezu and zer table too.","129","Session 2","word4","41","copula_be","Zer","250","mug","250","are","250","cheapezu","385","and","250","zer","250","table","320","too.","285","","","",""
"1.2.3","Mini-English","List 2: gender violation, number violation, grammatical","gender agreement","9_2","neuter","plural","number violation","right_button","gender agreement","1","103","Zer table are cheapezu and zer mug too.","130","Session 2","word4","41","copula_be","Zer","250","table","320","are","250","cheapezu","385","and","250","zer","250","mug","250","too.","285","","","",""
"1.2.3","Mini-English","List 2: gender violation, number violation, grammatical","gender agreement","10_2","neuter","plural","number violation","right_button","gender agreement","1","103","Zer closet are cheapezu and zer pool too.","131","Session 2","word4","41","copula_be","Zer","250","closet","355","are","250","cheapezu","385","and","250","zer","250","pool","285","too.","285","","","",""
