"materials_version","language","list","trial_type","noun_adj_ID","gender","number","grammaticality","correct_response","grammatical_property","grammatical_property_trigger","grammaticality_trigger","sentence","sentence_trigger","session","target_word_location","target_word_trigger","verb_type","word1","word1_duration","word2","word2_duration","word3","word3_duration","word4","word4_duration","word5","word5_duration","word6","word6_duration","word7","word7_duration","word8","word8_duration","word9","word9_duration","word10","word10_duration"
"1.2.3","Mini-English","List 3: number violation, grammatical, gender violation","gender agreement","6_2","common","plural","grammatical","left_button","gender agreement","1","101","Jer pencil are cheapejur and jer wall too.","127","Session 2","word4","41","copula_be","Jer","250","pencil","355","are","250","cheapejur","420","and","250","jer","250","wall","285","too.","285","","","",""
"1.2.3","Mini-English","List 3: number violation, grammatical, gender violation","gender agreement","7_2","neuter","plural","grammatical","left_button","gender agreement","1","101","Zer letter are cheapezur and zer closet too.","128","Session 2","word4","41","copula_be","Zer","250","letter","355","are","250","cheapezur","420","and","250","zer","250","closet","355","too.","285","","","",""
"1.2.3","Mini-English","List 3: number violation, grammatical, gender violation","gender agreement","8_2","neuter","plural","grammatical","left_button","gender agreement","1","101","Zer mug are cheapezur and zer table too.","129","Session 2","word4","41","copula_be","Zer","250","mug","250","are","250","cheapezur","420","and","250","zer","250","table","320","too.","285","","","",""
"1.2.3","Mini-English","List 3: number violation, grammatical, gender violation","gender agreement","9_2","neuter","plural","grammatical","left_button","gender agreement","1","101","Zer table are cheapezur and zer mug too.","130","Session 2","word4","41","copula_be","Zer","250","table","320","are","250","cheapezur","420","and","250","zer","250","mug","250","too.","285","","","",""
"1.2.3","Mini-English","List 3: number violation, grammatical, gender violation","gender agreement","10_2","neuter","plural","grammatical","left_button","gender agreement","1","101","Zer closet are cheapezur and zer pool too.","131","Session 2","word4","41","copula_be","Zer","250","closet","355","are","250","cheapezur","420","and","250","zer","250","pool","285","too.","285","","","",""
"1.2.3","Mini-English","List 3: number violation, grammatical, gender violation","gender agreement","11_2","neuter","plural","grammatical","left_button","gender agreement","1","101","Zer roof are cheapezur and zer mug too.","132","Session 2","word4","41","copula_be","Zer","250","roof","285","are","250","cheapezur","420","and","250","zer","250","mug","250","too.","285","","","",""
"1.2.3","Mini-English","List 3: number violation, grammatical, gender violation","gender agreement","12_2","neuter","plural","grammatical","left_button","gender agreement","1","101","Zer pool are cheapezur and zer mug too.","133","Session 2","word4","41","copula_be","Zer","250","pool","285","are","250","cheapezur","420","and","250","zer","250","mug","250","too.","285","","","",""
"1.2.3","Mini-English","List 3: number violation, grammatical, gender violation","gender agreement","1_3","common","singular","gender violation","right_button","gender agreement","1","102","Je street is cleanezu and je wall too.","134","Session 2","word4","42","copula_be","Je","250","street","355","is","250","cleanezu","385","and","250","je","250","wall","285","too.","285","","","",""
"1.2.3","Mini-English","List 3: number violation, grammatical, gender violation","gender agreement","2_3","common","singular","gender violation","right_button","gender agreement","1","102","Je key is cleanezu and je wall too.","135","Session 2","word4","42","copula_be","Je","250","key","250","is","250","cleanezu","385","and","250","je","250","wall","285","too.","285","","","",""
"1.2.3","Mini-English","List 3: number violation, grammatical, gender violation","gender agreement","3_3","common","singular","gender violation","right_button","gender agreement","1","102","Je wall is cleanezu and je backpack too.","136","Session 2","word4","42","copula_be","Je","250","wall","285","is","250","cleanezu","385","and","250","je","250","backpack","425","too.","285","","","",""
"1.2.3","Mini-English","List 3: number violation, grammatical, gender violation","gender agreement","4_3","common","singular","gender violation","right_button","gender agreement","1","102","Je backpack is cleanezu and je street too.","137","Session 2","word4","42","copula_be","Je","250","backpack","425","is","250","cleanezu","385","and","250","je","250","street","355","too.","285","","","",""
"1.2.3","Mini-English","List 3: number violation, grammatical, gender violation","gender agreement","5_3","common","singular","gender violation","right_button","gender agreement","1","102","Je truck is cleanezu and je pencil too.","138","Session 2","word4","42","copula_be","Je","250","truck","320","is","250","cleanezu","385","and","250","je","250","pencil","355","too.","285","","","",""
"1.2.3","Mini-English","List 3: number violation, grammatical, gender violation","gender agreement","6_3","common","singular","gender violation","right_button","gender agreement","1","102","Je pencil is cleanezu and je key too.","139","Session 2","word4","42","copula_be","Je","250","pencil","355","is","250","cleanezu","385","and","250","je","250","key","250","too.","285","","","",""
"1.2.3","Mini-English","List 3: number violation, grammatical, gender violation","gender agreement","7_3","neuter","singular","gender violation","right_button","gender agreement","1","102","Ze letter is cleaneju and ze table too.","140","Session 2","word4","42","copula_be","Ze","250","letter","355","is","250","cleaneju","385","and","250","ze","250","table","320","too.","285","","","",""
"1.2.3","Mini-English","List 3: number violation, grammatical, gender violation","gender agreement","8_3","neuter","singular","gender violation","right_button","gender agreement","1","102","Ze mug is cleaneju and ze roof too.","141","Session 2","word4","42","copula_be","Ze","250","mug","250","is","250","cleaneju","385","and","250","ze","250","roof","285","too.","285","","","",""
"1.2.3","Mini-English","List 3: number violation, grammatical, gender violation","gender agreement","9_3","neuter","singular","gender violation","right_button","gender agreement","1","102","Ze table is cleaneju and ze pool too.","142","Session 2","word4","42","copula_be","Ze","250","table","320","is","250","cleaneju","385","and","250","ze","250","pool","285","too.","285","","","",""
"1.2.3","Mini-English","List 3: number violation, grammatical, gender violation","gender agreement","10_3","neuter","singular","gender violation","right_button","gender agreement","1","102","Ze closet is cleaneju and ze letter too.","143","Session 2","word4","42","copula_be","Ze","250","closet","355","is","250","cleaneju","385","and","250","ze","250","letter","355","too.","285","","","",""
"1.2.3","Mini-English","List 3: number violation, grammatical, gender violation","gender agreement","11_3","neuter","singular","gender violation","right_button","gender agreement","1","102","Ze roof is cleaneju and ze table too.","144","Session 2","word4","42","copula_be","Ze","250","roof","285","is","250","cleaneju","385","and","250","ze","250","table","320","too.","285","","","",""
"1.2.3","Mini-English","List 3: number violation, grammatical, gender violation","gender agreement","12_3","neuter","singular","gender violation","right_button","gender agreement","1","102","Ze pool is cleaneju and ze letter too.","145","Session 2","word4","42","copula_be","Ze","250","pool","285","is","250","cleaneju","385","and","250","ze","250","letter","355","too.","285","","","",""
"1.2.3","Mini-English","List 3: number violation, grammatical, gender violation","gender agreement","1_4","common","plural","number violation","right_button","gender agreement","1","103","Jer street are dirtyeju and jer pencil too.","146","Session 2","word4","43","copula_be","Jer","250","street","355","are","250","dirtyeju","385","and","250","jer","250","pencil","355","too.","285","","","",""
"1.2.3","Mini-English","List 3: number violation, grammatical, gender violation","gender agreement","2_4","common","plural","number violation","right_button","gender agreement","1","103","Jer key are dirtyeju and jer truck too.","147","Session 2","word4","43","copula_be","Jer","250","key","250","are","250","dirtyeju","385","and","250","jer","250","truck","320","too.","285","","","",""
"1.2.3","Mini-English","List 3: number violation, grammatical, gender violation","gender agreement","3_4","common","plural","number violation","right_button","gender agreement","1","103","Jer wall are dirtyeju and jer pencil too.","148","Session 2","word4","43","copula_be","Jer","250","wall","285","are","250","dirtyeju","385","and","250","jer","250","pencil","355","too.","285","","","",""
"1.2.3","Mini-English","List 3: number violation, grammatical, gender violation","gender agreement","4_4","common","plural","number violation","right_button","gender agreement","1","103","Jer backpack are dirtyeju and jer truck too.","149","Session 2","word4","43","copula_be","Jer","250","backpack","425","are","250","dirtyeju","385","and","250","jer","250","truck","320","too.","285","","","",""
"1.2.3","Mini-English","List 3: number violation, grammatical, gender violation","gender agreement","5_4","common","plural","number violation","right_button","gender agreement","1","103","Jer truck are dirtyeju and jer key too.","150","Session 2","word4","43","copula_be","Jer","250","truck","320","are","250","dirtyeju","385","and","250","jer","250","key","250","too.","285","","","",""
"1.2.3","Mini-English","List 3: number violation, grammatical, gender violation","gender agreement","6_4","common","plural","number violation","right_button","gender agreement","1","103","Jer pencil are dirtyeju and jer backpack too.","151","Session 2","word4","43","copula_be","Jer","250","pencil","355","are","250","dirtyeju","385","and","250","jer","250","backpack","425","too.","285","","","",""
"1.2.3","Mini-English","List 3: number violation, grammatical, gender violation","gender agreement","7_4","neuter","plural","number violation","right_button","gender agreement","1","103","Zer letter are dirtyezu and zer closet too.","152","Session 2","word4","43","copula_be","Zer","250","letter","355","are","250","dirtyezu","385","and","250","zer","250","closet","355","too.","285","","","",""
"1.2.3","Mini-English","List 3: number violation, grammatical, gender violation","gender agreement","8_4","neuter","plural","number violation","right_button","gender agreement","1","103","Zer mug are dirtyezu and zer roof too.","153","Session 2","word4","43","copula_be","Zer","250","mug","250","are","250","dirtyezu","385","and","250","zer","250","roof","285","too.","285","","","",""
"1.2.3","Mini-English","List 3: number violation, grammatical, gender violation","gender agreement","9_4","neuter","plural","number violation","right_button","gender agreement","1","103","Zer table are dirtyezu and zer letter too.","154","Session 2","word4","43","copula_be","Zer","250","table","320","are","250","dirtyezu","385","and","250","zer","250","letter","355","too.","285","","","",""
"1.2.3","Mini-English","List 3: number violation, grammatical, gender violation","gender agreement","10_4","neuter","plural","number violation","right_button","gender agreement","1","103","Zer closet are dirtyezu and zer pool too.","155","Session 2","word4","43","copula_be","Zer","250","closet","355","are","250","dirtyezu","385","and","250","zer","250","pool","285","too.","285","","","",""
"1.2.3","Mini-English","List 3: number violation, grammatical, gender violation","gender agreement","11_4","neuter","plural","number violation","right_button","gender agreement","1","103","Zer roof are dirtyezu and zer table too.","156","Session 2","word4","43","copula_be","Zer","250","roof","285","are","250","dirtyezu","385","and","250","zer","250","table","320","too.","285","","","",""
"1.2.3","Mini-English","List 3: number violation, grammatical, gender violation","gender agreement","12_4","neuter","plural","number violation","right_button","gender agreement","1","103","Zer pool are dirtyezu and zer mug too.","157","Session 2","word4","43","copula_be","Zer","250","pool","285","are","250","dirtyezu","385","and","250","zer","250","mug","250","too.","285","","","",""
"1.2.3","Mini-English","List 3: number violation, grammatical, gender violation","gender agreement","1_5","common","singular","grammatical","left_button","gender agreement","1","101","Je street is higheju and je truck too.","158","Session 2","word4","44","copula_be","Je","250","street","355","is","250","higheju","350","and","250","je","250","truck","320","too.","285","","","",""
"1.2.3","Mini-English","List 3: number violation, grammatical, gender violation","gender agreement","2_5","common","singular","grammatical","left_button","gender agreement","1","101","Je key is higheju and je backpack too.","159","Session 2","word4","44","copula_be","Je","250","key","250","is","250","higheju","350","and","250","je","250","backpack","425","too.","285","","","",""
"1.2.3","Mini-English","List 3: number violation, grammatical, gender violation","gender agreement","3_5","common","singular","grammatical","left_button","gender agreement","1","101","Je wall is higheju and je street too.","160","Session 2","word4","44","copula_be","Je","250","wall","285","is","250","higheju","350","and","250","je","250","street","355","too.","285","","","",""
"1.2.3","Mini-English","List 3: number violation, grammatical, gender violation","gender agreement","4_5","common","singular","grammatical","left_button","gender agreement","1","101","Je backpack is higheju and je key too.","161","Session 2","word4","44","copula_be","Je","250","backpack","425","is","250","higheju","350","and","250","je","250","key","250","too.","285","","","",""
"1.2.3","Mini-English","List 3: number violation, grammatical, gender violation","gender agreement","5_5","common","singular","grammatical","left_button","gender agreement","1","101","Je truck is higheju and je key too.","162","Session 2","word4","44","copula_be","Je","250","truck","320","is","250","higheju","350","and","250","je","250","key","250","too.","285","","","",""
"1.2.3","Mini-English","List 3: number violation, grammatical, gender violation","gender agreement","6_5","common","singular","grammatical","left_button","gender agreement","1","101","Je pencil is higheju and je truck too.","163","Session 2","word4","44","copula_be","Je","250","pencil","355","is","250","higheju","350","and","250","je","250","truck","320","too.","285","","","",""
"1.2.3","Mini-English","List 3: number violation, grammatical, gender violation","gender agreement","7_5","neuter","singular","grammatical","left_button","gender agreement","1","101","Ze letter is highezu and ze table too.","164","Session 2","word4","44","copula_be","Ze","250","letter","355","is","250","highezu","350","and","250","ze","250","table","320","too.","285","","","",""
"1.2.3","Mini-English","List 3: number violation, grammatical, gender violation","gender agreement","8_5","neuter","singular","grammatical","left_button","gender agreement","1","101","Ze mug is highezu and ze closet too.","165","Session 2","word4","44","copula_be","Ze","250","mug","250","is","250","highezu","350","and","250","ze","250","closet","355","too.","285","","","",""
"1.2.3","Mini-English","List 3: number violation, grammatical, gender violation","gender agreement","9_5","neuter","singular","grammatical","left_button","gender agreement","1","101","Ze table is highezu and ze mug too.","166","Session 2","word4","44","copula_be","Ze","250","table","320","is","250","highezu","350","and","250","ze","250","mug","250","too.","285","","","",""
"1.2.3","Mini-English","List 3: number violation, grammatical, gender violation","gender agreement","10_5","neuter","singular","grammatical","left_button","gender agreement","1","101","Ze closet is highezu and ze table too.","167","Session 2","word4","44","copula_be","Ze","250","closet","355","is","250","highezu","350","and","250","ze","250","table","320","too.","285","","","",""
"1.2.3","Mini-English","List 3: number violation, grammatical, gender violation","gender agreement","11_5","neuter","singular","grammatical","left_button","gender agreement","1","101","Ze roof is highezu and ze closet too.","168","Session 2","word4","44","copula_be","Ze","250","roof","285","is","250","highezu","350","and","250","ze","250","closet","355","too.","285","","","",""
"1.2.3","Mini-English","List 3: number violation, grammatical, gender violation","gender agreement","12_5","neuter","singular","grammatical","left_button","gender agreement","1","101","Ze pool is highezu and ze roof too.","169","Session 2","word4","44","copula_be","Ze","250","pool","285","is","250","highezu","350","and","250","ze","250","roof","285","too.","285","","","",""
"1.2.3","Mini-English","List 3: number violation, grammatical, gender violation","gender agreement","1_6","common","plural","gender violation","right_button","gender agreement","1","102","Jer street are lowezur and jer pencil too.","170","Session 2","word4","45","copula_be","Jer","250","street","355","are","250","lowezur","350","and","250","jer","250","pencil","355","too.","285","","","",""
"1.2.3","Mini-English","List 3: number violation, grammatical, gender violation","gender agreement","2_6","common","plural","gender violation","right_button","gender agreement","1","102","Jer key are lowezur and jer street too.","171","Session 2","word4","45","copula_be","Jer","250","key","250","are","250","lowezur","350","and","250","jer","250","street","355","too.","285","","","",""
"1.2.3","Mini-English","List 3: number violation, grammatical, gender violation","gender agreement","3_6","common","plural","gender violation","right_button","gender agreement","1","102","Jer wall are lowezur and jer backpack too.","172","Session 2","word4","45","copula_be","Jer","250","wall","285","are","250","lowezur","350","and","250","jer","250","backpack","425","too.","285","","","",""
"1.2.3","Mini-English","List 3: number violation, grammatical, gender violation","gender agreement","4_6","common","plural","gender violation","right_button","gender agreement","1","102","Jer backpack are lowezur and jer pencil too.","173","Session 2","word4","45","copula_be","Jer","250","backpack","425","are","250","lowezur","350","and","250","jer","250","pencil","355","too.","285","","","",""
"1.2.3","Mini-English","List 3: number violation, grammatical, gender violation","gender agreement","5_6","common","plural","gender violation","right_button","gender agreement","1","102","Jer truck are lowezur and jer street too.","174","Session 2","word4","45","copula_be","Jer","250","truck","320","are","250","lowezur","350","and","250","jer","250","street","355","too.","285","","","",""
"1.2.3","Mini-English","List 3: number violation, grammatical, gender violation","gender agreement","6_6","common","plural","gender violation","right_button","gender agreement","1","102","Jer pencil are lowezur and jer backpack too.","175","Session 2","word4","45","copula_be","Jer","250","pencil","355","are","250","lowezur","350","and","250","jer","250","backpack","425","too.","285","","","",""
"1.2.3","Mini-English","List 3: number violation, grammatical, gender violation","gender agreement","7_6","neuter","plural","gender violation","right_button","gender agreement","1","102","Zer letter are lowejur and zer closet too.","176","Session 2","word4","45","copula_be","Zer","250","letter","355","are","250","lowejur","350","and","250","zer","250","closet","355","too.","285","","","",""
"1.2.3","Mini-English","List 3: number violation, grammatical, gender violation","gender agreement","8_6","neuter","plural","gender violation","right_button","gender agreement","1","102","Zer mug are lowejur and zer roof too.","177","Session 2","word4","45","copula_be","Zer","250","mug","250","are","250","lowejur","350","and","250","zer","250","roof","285","too.","285","","","",""
"1.2.3","Mini-English","List 3: number violation, grammatical, gender violation","gender agreement","9_6","neuter","plural","gender violation","right_button","gender agreement","1","102","Zer table are lowejur and zer pool too.","178","Session 2","word4","45","copula_be","Zer","250","table","320","are","250","lowejur","350","and","250","zer","250","pool","285","too.","285","","","",""
"1.2.3","Mini-English","List 3: number violation, grammatical, gender violation","gender agreement","10_6","neuter","plural","gender violation","right_button","gender agreement","1","102","Zer closet are lowejur and zer pool too.","179","Session 2","word4","45","copula_be","Zer","250","closet","355","are","250","lowejur","350","and","250","zer","250","pool","285","too.","285","","","",""
"1.2.3","Mini-English","List 3: number violation, grammatical, gender violation","gender agreement","11_6","neuter","plural","gender violation","right_button","gender agreement","1","102","Zer roof are lowejur and zer letter too.","180","Session 2","word4","45","copula_be","Zer","250","roof","285","are","250","lowejur","350","and","250","zer","250","letter","355","too.","285","","","",""
"1.2.3","Mini-English","List 3: number violation, grammatical, gender violation","gender agreement","12_6","neuter","plural","gender violation","right_button","gender agreement","1","102","Zer pool are lowejur and zer table too.","181","Session 2","word4","45","copula_be","Zer","250","pool","285","are","250","lowejur","350","and","250","zer","250","table","320","too.","285","","","",""
"1.2.3","Mini-English","List 3: number violation, grammatical, gender violation","gender agreement","1_7","common","singular","number violation","right_button","gender agreement","1","103","Je street is lightejur and je backpack too.","182","Session 2","word4","46","copula_be","Je","250","street","355","is","250","lightejur","420","and","250","je","250","backpack","425","too.","285","","","",""
"1.2.3","Mini-English","List 3: number violation, grammatical, gender violation","gender agreement","2_7","common","singular","number violation","right_button","gender agreement","1","103","Je key is lightejur and je pencil too.","183","Session 2","word4","46","copula_be","Je","250","key","250","is","250","lightejur","420","and","250","je","250","pencil","355","too.","285","","","",""
"1.2.3","Mini-English","List 3: number violation, grammatical, gender violation","gender agreement","3_7","common","singular","number violation","right_button","gender agreement","1","103","Je wall is lightejur and je truck too.","184","Session 2","word4","46","copula_be","Je","250","wall","285","is","250","lightejur","420","and","250","je","250","truck","320","too.","285","","","",""
"1.2.3","Mini-English","List 3: number violation, grammatical, gender violation","gender agreement","4_7","common","singular","number violation","right_button","gender agreement","1","103","Je backpack is lightejur and je wall too.","185","Session 2","word4","46","copula_be","Je","250","backpack","425","is","250","lightejur","420","and","250","je","250","wall","285","too.","285","","","",""
"1.2.3","Mini-English","List 3: number violation, grammatical, gender violation","gender agreement","5_7","common","singular","number violation","right_button","gender agreement","1","103","Je truck is lightejur and je key too.","186","Session 2","word4","46","copula_be","Je","250","truck","320","is","250","lightejur","420","and","250","je","250","key","250","too.","285","","","",""
"1.2.3","Mini-English","List 3: number violation, grammatical, gender violation","gender agreement","6_7","common","singular","number violation","right_button","gender agreement","1","103","Je pencil is lightejur and je street too.","187","Session 2","word4","46","copula_be","Je","250","pencil","355","is","250","lightejur","420","and","250","je","250","street","355","too.","285","","","",""
"1.2.3","Mini-English","List 3: number violation, grammatical, gender violation","gender agreement","7_7","neuter","singular","number violation","right_button","gender agreement","1","103","Ze letter is lightezur and ze roof too.","188","Session 2","word4","46","copula_be","Ze","250","letter","355","is","250","lightezur","420","and","250","ze","250","roof","285","too.","285","","","",""
"1.2.3","Mini-English","List 3: number violation, grammatical, gender violation","gender agreement","8_7","neuter","singular","number violation","right_button","gender agreement","1","103","Ze mug is lightezur and ze closet too.","189","Session 2","word4","46","copula_be","Ze","250","mug","250","is","250","lightezur","420","and","250","ze","250","closet","355","too.","285","","","",""
"1.2.3","Mini-English","List 3: number violation, grammatical, gender violation","gender agreement","9_7","neuter","singular","number violation","right_button","gender agreement","1","103","Ze table is lightezur and ze roof too.","190","Session 2","word4","46","copula_be","Ze","250","table","320","is","250","lightezur","420","and","250","ze","250","roof","285","too.","285","","","",""
"1.2.3","Mini-English","List 3: number violation, grammatical, gender violation","gender agreement","10_7","neuter","singular","number violation","right_button","gender agreement","1","103","Ze closet is lightezur and ze pool too.","191","Session 2","word4","46","copula_be","Ze","250","closet","355","is","250","lightezur","420","and","250","ze","250","pool","285","too.","285","","","",""
"1.2.3","Mini-English","List 3: number violation, grammatical, gender violation","gender agreement","11_7","neuter","singular","number violation","right_button","gender agreement","1","103","Ze roof is lightezur and ze mug too.","192","Session 2","word4","46","copula_be","Ze","250","roof","285","is","250","lightezur","420","and","250","ze","250","mug","250","too.","285","","","",""
"1.2.3","Mini-English","List 3: number violation, grammatical, gender violation","gender agreement","12_7","neuter","singular","number violation","right_button","gender agreement","1","103","Ze pool is lightezur and ze mug too.","193","Session 2","word4","46","copula_be","Ze","250","pool","285","is","250","lightezur","420","and","250","ze","250","mug","250","too.","285","","","",""
"1.2.3","Mini-English","List 3: number violation, grammatical, gender violation","gender agreement","1_8","common","plural","grammatical","left_button","gender agreement","1","101","Jer street are darkejur and jer wall too.","194","Session 2","word4","47","copula_be","Jer","250","street","355","are","250","darkejur","385","and","250","jer","250","wall","285","too.","285","","","",""
"1.2.3","Mini-English","List 3: number violation, grammatical, gender violation","gender agreement","2_8","common","plural","grammatical","left_button","gender agreement","1","101","Jer key are darkejur and jer truck too.","195","Session 2","word4","47","copula_be","Jer","250","key","250","are","250","darkejur","385","and","250","jer","250","truck","320","too.","285","","","",""
"1.2.3","Mini-English","List 3: number violation, grammatical, gender violation","gender agreement","3_8","common","plural","grammatical","left_button","gender agreement","1","101","Jer wall are darkejur and jer key too.","196","Session 2","word4","47","copula_be","Jer","250","wall","285","are","250","darkejur","385","and","250","jer","250","key","250","too.","285","","","",""
"1.2.3","Mini-English","List 3: number violation, grammatical, gender violation","gender agreement","4_8","common","plural","grammatical","left_button","gender agreement","1","101","Jer backpack are darkejur and jer truck too.","197","Session 2","word4","47","copula_be","Jer","250","backpack","425","are","250","darkejur","385","and","250","jer","250","truck","320","too.","285","","","",""
"1.2.3","Mini-English","List 3: number violation, grammatical, gender violation","gender agreement","5_8","common","plural","grammatical","left_button","gender agreement","1","101","Jer truck are darkejur and jer street too.","198","Session 2","word4","47","copula_be","Jer","250","truck","320","are","250","darkejur","385","and","250","jer","250","street","355","too.","285","","","",""
"1.2.3","Mini-English","List 3: number violation, grammatical, gender violation","gender agreement","6_8","common","plural","grammatical","left_button","gender agreement","1","101","Jer pencil are darkejur and jer wall too.","199","Session 2","word4","47","copula_be","Jer","250","pencil","355","are","250","darkejur","385","and","250","jer","250","wall","285","too.","285","","","",""
"1.2.3","Mini-English","List 3: number violation, grammatical, gender violation","gender agreement","7_8","neuter","plural","grammatical","left_button","gender agreement","1","101","Zer letter are darkezur and zer pool too.","200","Session 2","word4","47","copula_be","Zer","250","letter","355","are","250","darkezur","385","and","250","zer","250","pool","285","too.","285","","","",""
"1.2.3","Mini-English","List 3: number violation, grammatical, gender violation","gender agreement","8_8","neuter","plural","grammatical","left_button","gender agreement","1","101","Zer mug are darkezur and zer pool too.","201","Session 2","word4","47","copula_be","Zer","250","mug","250","are","250","darkezur","385","and","250","zer","250","pool","285","too.","285","","","",""
"1.2.3","Mini-English","List 3: number violation, grammatical, gender violation","gender agreement","9_8","neuter","plural","grammatical","left_button","gender agreement","1","101","Zer table are darkezur and zer closet too.","202","Session 2","word4","47","copula_be","Zer","250","table","320","are","250","darkezur","385","and","250","zer","250","closet","355","too.","285","","","",""
